date,value,qualifiers,rain_in,rain_mm
2019-12-28,39800,A,0.0406,1.0312400000000002
2019-12-29,42200,A,4.5701,116.08054
2019-12-30,76300,A,0.5703,14.48562
2019-12-31,77800,A,0,0
2020-01-01,69900,A,0,0
2020-01-02,72700,A,1.31,33.274
2020-01-03,76500,A,1.0007,25.417779999999997
2020-01-04,66400,A,0.0505,1.2827
2020-01-05,64600,A,0,0
2020-01-06,63400,A,0,0
2020-01-07,61500,A,0.1203,3.05562
2020-01-08,58900,A,0,0
2020-01-09,57400,A,0,0
2020-01-10,58100,A,2e-4,0.00508
2020-01-11,56400,A,2.9706,75.45324
2020-01-12,61700,A,0.24,6.095999999999999
2020-01-13,67300,A,0,0
2020-01-14,68700,A,1.1503,29.21762
2020-01-15,68800,A,0.0209,0.53086
2020-01-16,69000,A,0.0202,0.51308
2020-01-17,67300,A,0,0
2020-01-18,67700,A,0.5604,14.23416
2020-01-19,67400,A,0,0
2020-01-20,59300,A,0.0014,0.03555999999999999
2020-01-21,51400,A,1e-4,0.00254
2020-01-22,49800,A,0,0
2020-01-23,49000,A,0.30010000000000003,7.622540000000001
2020-01-24,54700,A,0.7112,18.06448
2020-01-25,59000,A,7e-4,0.01777999999999999
2020-01-26,57800,A,1e-4,0.00254
2020-01-27,55900,A,0.0708,1.79832
2020-01-28,41600,A,0,0
2020-01-29,46500,A,4e-4,0.01016
2020-01-30,45600,A,0,0
2020-01-31,41300,A,0.0308,0.78232
2020-02-01,37000,A,0.2414,6.1315599999999995
2020-02-02,35100,A,0,0
2020-02-03,41600,A,0,0
2020-02-04,48000,A,0.381,9.6774
2020-02-05,58400,A,2.2507,57.16778
2020-02-06,80300,A,0.931,23.6474
2020-02-07,92400,A,0.2111,5.36194
2020-02-08,86600,A,0,0
2020-02-09,76300,A,0,0
2020-02-10,88400,A,2.0216,51.34864
2020-02-11,97600,A,1.0115,25.6921
2020-02-12,98000,A,1.0016,25.44064
2020-02-13,98300,A,1.5404,39.12616
2020-02-14,98800,A,2e-4,0.00508
2020-02-15,96400,A,0,0
2020-02-16,85900,A,2e-4,0.00508
2020-02-17,85900,A,0,0
2020-02-18,88900,A,0.5509000000000001,13.99286
2020-02-19,87300,A,1e-4,0.00254
2020-02-20,82200,A,0.3006,7.635239999999999
2020-02-21,77400,A,0,0
2020-02-22,70500,A,0,0
2020-02-23,69200,A,3.0000000000000003e-4,0.00762
2020-02-24,68700,A,0.9709,24.66086
2020-02-25,66400,A,0.0706,1.7932399999999995
2020-02-26,63100,A,0.0113,0.28702
2020-02-27,63400,A,0.011,0.27940000000000004
2020-02-28,63600,A,6.000000000000001e-4,0.01524
2020-02-29,63900,A,0.18,4.571999999999999
2020-03-01,63200,A,0,0
2020-03-02,63600,A,0.6707000000000001,17.035780000000003
2020-03-03,69300,A,0.6902,17.53108
2020-03-04,80200,A,0,0
2020-03-05,81400,A,0,0
2020-03-06,66600,A,0,0
2020-03-07,65500,A,0,0
2020-03-08,65100,A,0,0
2020-03-09,63000,A,0,0
2020-03-10,59000,A,0.4109,10.43686
2020-03-11,57100,A,0.0301,0.7645399999999999
2020-03-12,56100,A,0,0
2020-03-13,53500,A,0.1102,2.7990799999999996
2020-03-14,49200,A,0.1703,4.32562
2020-03-15,48400,A,0.2804,7.122159999999999
2020-03-16,51500,A,0.0101,0.25654
2020-03-17,57000,A,1.8407,46.75378
2020-03-18,63400,A,0.9802,24.89708
2020-03-19,67100,A,0.2703,6.865619999999999
2020-03-20,70600,A,1.1406,28.97124
2020-03-21,73800,A,5e-4,0.0127
2020-03-22,75700,A,0.0402,1.02108
2020-03-23,77900,A,1.1307,28.71978
2020-03-24,72100,A,2.1707,55.13578
2020-03-25,82000,A,0,0
2020-03-26,84400,A,0,0
2020-03-27,81200,A,0,0
2020-03-28,69000,A,0,0
2020-03-29,62200,A,0.9202,23.37308
2020-03-30,62700,A,0,0
2020-03-31,67900,A,0.9004000000000001,22.87016
2020-04-01,70800,A,0,0
2020-04-02,68600,A,0,0
2020-04-03,64600,A,0,0
2020-04-04,58600,A,1e-4,0.00254
2020-04-05,57000,A,0,0
2020-04-06,54900,A,0,0
2020-04-07,50700,A,2e-4,0.00508
2020-04-08,49600,A,0,0
2020-04-09,49900,A,0.2701,6.860539999999999
2020-04-10,50000,A,0,0
2020-04-11,49200,A,0,0
2020-04-12,53600,A,5.5,139.7
2020-04-13,75000,A,1.1204,28.45816
2020-04-14,75900,A,3.0000000000000003e-4,0.00762
2020-04-15,69400,A,0,0
2020-04-16,57100,A,0,0
2020-04-17,56600,A,0,0
2020-04-18,54500,A,0.6106,15.50924
2020-04-19,53700,A,0.0205,0.5206999999999999
2020-04-20,51400,A,0.5102,12.959079999999998
2020-04-21,47000,A,0.1,2.54
2020-04-22,45600,A,1e-4,0.00254
2020-04-23,45700,A,1.0406,26.43124
2020-04-24,43500,A,0.0403,1.02362
2020-04-25,37200,A,0.6805,17.284699999999997
2020-04-26,36400,A,2e-4,0.00508
2020-04-27,42400,A,0,0
2020-04-28,46000,A,0.03,0.7619999999999999
2020-04-29,46700,A,0.1907,4.84378
2020-04-30,46500,A,0,0
2020-05-01,44800,A,0,0
2020-05-02,40500,A,0,0
2020-05-03,40700,A,0.4902,12.45108
2020-05-04,40900,A,3.0000000000000003e-4,0.00762
2020-05-05,41300,A,0.4805,12.2047
2020-05-06,40900,A,0.0202,0.51308
2020-05-07,42300,A,0,0
2020-05-08,41900,A,0.5301,13.46454
2020-05-09,41500,A,0,0
2020-05-10,40800,A,0,0
2020-05-11,41000,A,0,0
2020-05-12,41300,A,5e-4,0.0127
2020-05-13,37800,A,0.1306,3.3172399999999995
2020-05-14,32000,A,0,0
2020-05-15,30100,A,0,0
2020-05-16,29700,A,0,0
2020-05-17,24300,A,2e-4,0.00508
2020-05-18,20900,A,0.0309,0.78486
2020-05-19,18800,A,0.3303,8.389619999999999
2020-05-20,24300,A,0.03069999999999999,0.7797799999999999
2020-05-21,24000,A,0.0204,0.51816
2020-05-22,29200,A,0.27,6.858
2020-05-23,37200,A,0.0802,2.0370799999999996
2020-05-24,37200,A,2e-4,0.00508
2020-05-25,35300,A,0.0801,2.03454
2020-05-26,32400,A,0.1501,3.81254
2020-05-27,32000,A,1.4005,35.5727
2020-05-28,40100,A,0.1003,2.54762
2020-05-29,55400,A,0.0801,2.03454
2020-05-30,50100,A,1e-4,0.00254
2020-05-31,39600,A,0,0
2020-06-01,32900,A,0,0
2020-06-02,29800,A,0,0
2020-06-03,28500,A,3.0000000000000003e-4,0.00762
2020-06-04,28400,A,0.8400000000000001,21.336
2020-06-05,31900,A,0.8704,22.10816
2020-06-06,34700,A,0,0
2020-06-07,29100,A,0,0
2020-06-08,24300,A,0,0
2020-06-09,21700,A,0.0806,2.04724
2020-06-10,17500,A,0,0
2020-06-11,16200,A,0,0
2020-06-12,13400,A,0,0
2020-06-13,10600,A,0,0
2020-06-14,9250,A,1e-4,0.00254
2020-06-15,10600,A,0,0
2020-06-16,11200,A,0,0
2020-06-17,11600,A,0,0
2020-06-18,11800,A,0,0
2020-06-19,11800,A,1e-4,0.00254
2020-06-20,7190,A,0,0
2020-06-21,6320,A,2.3506,59.70524
2020-06-22,10400,A,1e-4,0.00254
2020-06-23,13400,A,1.4902,37.85108
2020-06-24,10400,A,0,0
2020-06-25,10400,A,0.0102,0.25908
2020-06-26,9760,A,0,0
2020-06-27,6690,A,2e-4,0.00508
2020-06-28,9250,A,3.0000000000000003e-4,0.00762
2020-06-29,14800,A,0.0103,0.26161999999999996
2020-06-30,16500,A,4.1304,104.91216
2020-07-01,18000,A,0.3303,8.389619999999999
2020-07-02,16500,A,0,0
2020-07-03,13000,A,0,0
2020-07-04,8930,A,0,0
2020-07-05,8790,A,0.4202,10.67308
2020-07-06,12200,A,0,0
2020-07-07,14700,A,0,0
2020-07-08,14600,A,1e-4,0.00254
2020-07-09,12000,A,0,0
2020-07-10,11800,A,0,0
2020-07-11,10900,A,0,0
2020-07-12,10000,A,1.8101,45.97654
2020-07-13,14700,A,1e-4,0.00254
2020-07-14,14200,A,0,0
2020-07-15,14300,A,0,0
2020-07-16,13500,A,0,0
2020-07-17,11800,A,0,0
2020-07-18,11000,A,0,0
2020-07-19,13500,A,0,0
2020-07-20,14200,A,0,0
2020-07-21,14400,A,0.0603,1.53162
2020-07-22,14800,A,0.1603,4.071619999999999
2020-07-23,15100,A,0.0405,1.0287
2020-07-24,16000,A,0,0
2020-07-25,11900,A,0.1603,4.071619999999999
2020-07-26,13300,A,0.57,14.477999999999998
2020-07-27,14500,A,0,0
2020-07-28,14900,A,0.41,10.414
2020-07-29,15300,A,2.5703,65.28562
2020-07-30,15200,A,0.1703,4.32562
2020-07-31,15800,A,2.5006,63.51523999999999
2020-08-01,22600,A,1.1106,28.20924
2020-08-02,25100,A,0,0
2020-08-03,18700,A,0,0
2020-08-04,17500,A,0,0
2020-08-05,15000,A,0,0
2020-08-06,7130,A,0,0
2020-08-07,9430,A,0,0
2020-08-08,12300,A,0,0
2020-08-09,10000,A,0,0
2020-08-10,10300,A,0.12,3.0479999999999996
2020-08-11,11300,A,0,0
2020-08-12,11100,A,0.17020000000000002,4.32308
2020-08-13,10700,A,0,0
2020-08-14,11300,A,0.8102,20.57908
2020-08-15,11000,A,0.0304,0.77216
2020-08-16,9730,A,1e-4,0.00254
2020-08-17,10900,A,0,0
2020-08-18,10400,A,0,0
2020-08-19,10800,A,0,0
2020-08-20,10700,A,0,0
2020-08-21,11500,A,0.6706,17.03324
2020-08-22,10800,A,2.6204,66.55816
2020-08-23,14800,A,0.03,0.7619999999999999
2020-08-24,13300,A,1.15,29.209999999999997
2020-08-25,13700,A,0,0
2020-08-26,13000,A,0,0
2020-08-27,13200,A,0,0
2020-08-28,14500,A,2.4605,62.4967
2020-08-29,15600,A,0.5207,13.22578
2020-08-30,16300,A,1.9802,50.297079999999994
2020-08-31,19700,A,1.5507,39.38778
2020-09-01,25800,A,0.2202,5.59308
2020-09-02,19700,A,0.0101,0.25654
2020-09-03,15300,A,0.07,1.778
2020-09-04,15200,A,0,0
2020-09-05,12600,A,0,0
2020-09-06,11100,A,0,0
2020-09-07,12300,A,0,0
2020-09-08,11900,A,0,0
2020-09-09,10900,A,0,0
2020-09-10,10200,A,0,0
2020-09-11,10400,A,0,0
2020-09-12,7520,A,0.6402,16.26108
2020-09-13,25400,A,8.9304,226.83216
2020-09-14,57900,A,0,0
2020-09-15,37500,A,0,0
2020-09-16,17000,A,1e-4,0.00254
2020-09-17,18600,A,0,0
2020-09-18,15700,A,0,0
2020-09-19,10400,A,0,0
2020-09-20,12800,A,0,0
2020-09-21,11400,A,0,0
2020-09-22,9790,A,0,0
2020-09-23,9930,A,0.0106,0.26924
2020-09-24,13800,A,0.0405,1.0287
2020-09-25,13500,A,3.0000000000000003e-4,0.00762
2020-09-26,13800,A,0,0
2020-09-27,13500,A,0,0
2020-09-28,13500,A,0.2609,6.62686
2020-09-29,14600,A,0,0
2020-09-30,12700,A,0,0
2020-10-01,11900,A,0,0
2020-10-02,11600,A,0,0
2020-10-03,8480,A,0,0
2020-10-04,7910,A,0,0
2020-10-05,11200,A,0,0
2020-10-06,12100,A,0,0
2020-10-07,14900,A,0,0
2020-10-08,15200,A,0,0
2020-10-09,16200,A,1e-4,0.00254
2020-10-10,13500,A,1.1303,28.70962
2020-10-11,14100,A,1.1609,29.48686
2020-10-12,10600,A,0.2004,5.09016
2020-10-13,9410,A,0.02,0.508
2020-10-14,8310,A,0,0
2020-10-15,8770,A,1e-4,0.00254
2020-10-16,7930,A,0.1106,2.80924
2020-10-17,7660,A,0,0
2020-10-18,8200,A,0.0102,0.25908
2020-10-19,13800,A,0,0
2020-10-20,13400,A,0,0
2020-10-21,13800,A,0,0
2020-10-22,13800,A,0,0
2020-10-23,13600,A,4e-4,0.01016
2020-10-24,9710,A,1.7507,44.46778
2020-10-25,10700,A,0.0101,0.25654
2020-10-26,16700,A,0.0108,0.27432
2020-10-27,17000,A,4e-4,0.01016
2020-10-28,18400,A,1.1305,28.7147
2020-10-29,18200,A,0.4508,11.45032
2020-10-30,15300,A,0.0304,0.77216
2020-10-31,13500,A,0,0
2020-11-01,13800,A,3.0000000000000003e-4,0.00762
2020-11-02,15500,A,0,0
2020-11-03,14400,A,0,0
2020-11-04,12700,A,0,0
2020-11-05,12600,A,0,0
2020-11-06,12300,A,0,0
2020-11-07,12800,A,0,0
2020-11-08,11100,A,0,0
2020-11-09,13900,A,0,0
2020-11-10,17700,A,3.0000000000000003e-4,0.00762
2020-11-11,18400,A,0.16090000000000002,4.08686
2020-11-12,19800,A,0,0
2020-11-13,20000,A,0,0
2020-11-14,15800,A,0,0
2020-11-15,17300,A,0.2704,6.868159999999999
2020-11-16,22600,A,0,0
2020-11-17,16000,A,0,0
2020-11-18,12800,A,0,0
2020-11-19,14200,A,0,0
2020-11-20,16800,A,0,0
2020-11-21,16600,A,0,0
2020-11-22,16500,A,0.0706,1.7932399999999995
2020-11-23,16500,A,0,0
2020-11-24,16200,A,0,0
2020-11-25,13600,A,0.0403,1.02362
2020-11-26,11700,A,0,0
2020-11-27,11500,A,0,0
2020-11-28,9960,A,0,0
2020-11-29,10800,A,0.0101,0.25654
2020-11-30,12300,A,1.3315,33.820100000000004
2020-12-01,15300,A,7e-4,0.01777999999999999
2020-12-02,15000,A,0,0
2020-12-03,15100,A,0.02,0.508
2020-12-04,16800,A,1.2709,32.28086
2020-12-05,21600,A,0,0
2020-12-06,21100,A,0,0
2020-12-07,19300,A,0,0
2020-12-08,21000,A,0,0
2020-12-09,18400,A,0,0
2020-12-10,18000,A,0,0
2020-12-11,19600,A,0,0
2020-12-12,13700,A,0.1303,3.30962
2020-12-13,13500,A,0,0
2020-12-14,23900,A,1.7701,44.960539999999995
2020-12-15,32900,A,0,0
2020-12-16,36100,A,0.3308,8.40232
2020-12-17,36900,A,0.0105,0.2667
2020-12-18,36800,A,0,0
2020-12-19,32100,A,0.0102,0.25908
2020-12-20,31700,A,0.3802,9.65708
2020-12-21,31900,A,0,0
2020-12-22,32900,A,0,0
2020-12-23,32700,A,0,0
2020-12-24,32900,A,1.2405,31.508699999999997
2020-12-25,33800,A,0.0207,0.5257799999999999
2020-12-26,30700,A,0,0
2020-12-27,30600,A,0,0
2020-12-28,35300,A,0,0
2020-12-29,36800,A,0,0
2020-12-30,35200,A,0,0
2020-12-31,32800,A,0,0
2021-01-01,29900,A,0.9302,23.62708
2021-01-02,30000,A,0,0
2021-01-03,24900,A,0.0612,1.55448
2021-01-04,23900,A,0,0
2021-01-05,25300,A,0,0
2021-01-06,25000,A,0,0
2021-01-07,22800,A,0,0
2021-01-08,23100,A,3.0000000000000003e-4,0.00762
2021-01-09,16400,A,0,0
2021-01-10,8450,A,0,0
2021-01-11,9120,A,0.0013,0.03302
2021-01-12,9310,A,0.0309,0.78486
2021-01-13,9140,A,0,0
2021-01-14,8570,A,0,0
2021-01-15,8730,A,0.0403,1.02362
2021-01-16,6290,A,6.000000000000001e-4,0.01524
2021-01-17,6050,A,0,0
2021-01-18,9330,A,0,0
2021-01-19,11800,A,0,0
2021-01-20,10300,A,0,0
2021-01-21,11700,A,0.2505,6.362699999999999
2021-01-22,11600,A,0,0
2021-01-23,6320,A,0,0
2021-01-24,5920,A,0.0405,1.0287
2021-01-25,8610,A,0.9408,23.89632
2021-01-26,23800,A,2.2,55.88
2021-01-27,27400,A,0.0303,0.76962
2021-01-28,28500,A,3.0000000000000003e-4,0.00762
2021-01-29,27600,A,0,0
2021-01-30,18100,A,0.0106,0.26924
2021-01-31,11600,A,0.3707,9.415779999999998
2021-02-01,16900,A,0.0321,0.8153400000000001
2021-02-02,14600,A,0,0
2021-02-03,14600,A,0,0
2021-02-04,14300,A,1e-4,0.00254
2021-02-05,12500,A,0.22,5.588
2021-02-06,10400,A,0,0
2021-02-07,8440,A,0.3003,7.62762
2021-02-08,10700,A,0,0
2021-02-09,12300,A,0,0
2021-02-10,14800,A,2e-4,0.00508
2021-02-11,16500,A,0.5306,13.477239999999998
2021-02-12,19100,A,0,0
2021-02-13,16500,A,3.0000000000000003e-4,0.00762
2021-02-14,16000,A,9.000000000000001e-4,0.02286
2021-02-15,16500,A,1.4729,37.41166
2021-02-16,19900,A,0.1115,2.8321
2021-02-17,22900,A,0.0906,2.30124
2021-02-18,22300,A,0.3916,9.94664
2021-02-19,22800,A,0,0
2021-02-20,20900,A,0,0
2021-02-21,21100,A,0,0
2021-02-22,23800,A,0.15030000000000002,3.81762
2021-02-23,27900,A,0,0
2021-02-24,34900,A,0,0
2021-02-25,41000,A,2e-4,0.00508
2021-02-26,44100,A,0.1802,4.57708
2021-02-27,60300,A,1.3707,34.81578
2021-02-28,85500,A,1.3106,33.28924
2021-03-01,90800,A,2.4405,61.9887
2021-03-02,88000,A,0,0
2021-03-03,69900,A,0,0
2021-03-04,59900,A,0,0
2021-03-05,52100,A,0,0
2021-03-06,48500,A,0,0
2021-03-07,48200,A,0,0
2021-03-08,49300,A,0,0
2021-03-09,53200,A,0,0
2021-03-10,53400,A,0,0
2021-03-11,52000,A,0,0
2021-03-12,46000,A,0.2304,5.85216
2021-03-13,35400,A,0.3506,8.905240000000001
2021-03-14,33800,A,0.0104,0.26415999999999995
2021-03-15,32300,A,0.26030000000000003,6.61162
2021-03-16,36100,A,0,0
2021-03-17,38900,A,1.1903,30.233619999999995
2021-03-18,46100,A,1.0308,26.182319999999997
2021-03-19,48900,A,5e-4,0.0127
2021-03-20,44500,A,0,0
2021-03-21,43700,A,0,0
2021-03-22,44100,A,0,0
2021-03-23,43200,A,3.0000000000000003e-4,0.00762
2021-03-24,42100,A,0,0
2021-03-25,43100,A,1.6502,41.91508
2021-03-26,49500,A,2.4001,60.96254
2021-03-27,59600,A,3.2411,82.32394
2021-03-28,115000,A,20.35,516.89
2021-03-29,123000,A,0,0
2021-03-30,107000,A,1e-4,0.00254
2021-03-31,91000,A,3.1206,79.26324
2021-04-01,88900,A,0,0
2021-04-02,82400,A,0,0
2021-04-03,79800,A,0,0
2021-04-04,79200,A,0,0
2021-04-05,76900,A,0,0
2021-04-06,71600,A,0,0
2021-04-07,66900,A,0,0
2021-04-08,68500,A,0.4801,12.194539999999998
2021-04-09,66800,A,0,0
2021-04-10,61500,A,0.2404,6.10616
2021-04-11,61300,A,0,0
2021-04-12,55700,A,0,0
2021-04-13,48200,A,1e-4,0.00254
2021-04-14,47600,A,3.0000000000000003e-4,0.00762
2021-04-15,47000,A,0,0
2021-04-16,46500,A,0,0
2021-04-17,44700,A,2e-4,0.00508
2021-04-18,43600,A,0,0
2021-04-19,42500,A,0.0101,0.25654
2021-04-20,35500,A,0,0
2021-04-21,24600,A,0.0801,2.03454
2021-04-22,22600,A,0,0
2021-04-23,22500,A,0.0703,1.78562
2021-04-24,22700,A,0.3504,8.90016
2021-04-25,22100,A,2e-4,0.00508
2021-04-26,20500,A,0,0
2021-04-27,19000,A,0,0
2021-04-28,13800,A,2.3008,58.44032
2021-04-29,21100,A,0.7805,19.824699999999996
2021-04-30,22800,A,0.03,0.7619999999999999
2021-05-01,16700,A,0,0
2021-05-02,13800,A,0.0301,0.76454
2021-05-03,24300,A,4.7802,121.41707999999998
2021-05-04,29800,A,0.9107,23.13178
2021-05-05,50800,A,0.7902,20.07108
2021-05-06,54200,A,0.5801000000000001,14.73454
2021-05-07,48300,A,2e-4,0.00508
2021-05-08,33700,A,0,0
2021-05-09,32500,A,0.6202,15.75308
2021-05-10,33500,A,0.0903,2.29362
2021-05-11,32800,A,0,0
2021-05-12,29400,A,0.0102,0.25908
2021-05-13,29900,A,0,0
2021-05-14,24800,A,0,0
2021-05-15,9860,A,0,0
2021-05-16,6680,A,0.0202,0.51308
2021-05-17,11600,A,0,0
2021-05-18,14900,A,0,0
2021-05-19,15200,A,2e-4,0.00508
2021-05-20,15900,A,0,0
2021-05-21,15900,A,0,0
2021-05-22,14500,A,0,0
2021-05-23,9390,A,0,0
2021-05-24,13500,A,0,0
2021-05-25,14800,A,0,0
2021-05-26,14900,A,0.5402,13.72108
2021-05-27,14100,A,0,0
2021-05-28,15000,A,1.4306,36.33724
2021-05-29,10400,A,0.6206,15.76324
2021-05-30,7950,A,0,0
2021-05-31,8240,A,0,0
2021-06-01,11300,A,2e-4,0.00508
2021-06-02,15700,A,1.8005,45.732699999999994
2021-06-03,16600,A,0.07010000000000001,1.7805400000000002
2021-06-04,15100,A,0,0
2021-06-05,15100,A,0,0
2021-06-06,14500,A,0.0211,0.53594
2021-06-07,13600,A,4e-4,0.01016
2021-06-08,14200,A,0,0
2021-06-09,15400,A,1.1405,28.9687
2021-06-10,15000,A,0.2303,5.84962
2021-06-11,16600,A,0.4603,11.69162
2021-06-12,19400,A,1e-4,0.00254
2021-06-13,21900,A,0,0
2021-06-14,16300,A,0,0
2021-06-15,15200,A,0,0
2021-06-16,14700,A,0,0
2021-06-17,14700,A,0,0
2021-06-18,13800,A,0,0
2021-06-19,13400,A,0,0
2021-06-20,14600,A,0,0
2021-06-21,15400,A,0.13,3.302
2021-06-22,15800,A,0.0102,0.25908
2021-06-23,9650,A,0,0
2021-06-24,8340,A,0,0
2021-06-25,8380,A,0,0
2021-06-26,6250,A,0,0
2021-06-27,6480,A,0,0
2021-06-28,12500,A,0.0902,2.29108
2021-06-29,13600,A,0,0
2021-06-30,13900,A,2e-4,0.00508
2021-07-01,14000,A,0.7303,18.549619999999997
2021-07-02,12400,A,0.0101,0.25654
2021-07-03,7340,A,0,0
2021-07-04,6920,A,0,0
2021-07-05,6600,A,0,0
2021-07-06,10400,A,0,0
2021-07-07,13200,A,0.8101,20.57654
2021-07-08,14500,A,0,0
2021-07-09,15400,A,2e-4,0.00508
2021-07-10,8610,A,0,0
2021-07-11,9870,A,0.7905,20.0787
2021-07-12,16900,A,3.0000000000000003e-4,0.00762
2021-07-13,16000,A,0.0305,0.7746999999999999
2021-07-14,18900,A,0,0
2021-07-15,16300,A,0,0
2021-07-16,14400,A,0.01,0.254
2021-07-17,9820,A,1e-4,0.00254
2021-07-18,13900,A,7.2902,185.17108
2021-07-19,14800,A,0,0
2021-07-20,17800,A,0,0
2021-07-21,18900,A,0,0
2021-07-22,18600,A,0,0
2021-07-23,18500,A,0,0
2021-07-24,14200,A,0,0
2021-07-25,11600,A,3.1802,80.77708
2021-07-26,15800,A,0.34040000000000004,8.64616
2021-07-27,18500,A,0,0
2021-07-28,19000,A,0,0
2021-07-29,21000,A,0,0
2021-07-30,20600,A,0,0
2021-07-31,15300,A,0,0
2021-08-01,17500,A,8.7101,221.23654
2021-08-02,17400,A,0,0
2021-08-03,14500,A,0,0
2021-08-04,13800,A,0,0
2021-08-05,14800,A,0,0
2021-08-06,18500,A,0,0
2021-08-07,15800,A,0.01,0.254
2021-08-08,9860,A,0,0
2021-08-09,14700,A,0.1201,3.05054
2021-08-10,14900,A,0,0
2021-08-11,15600,A,0,0
2021-08-12,15700,A,1e-4,0.00254
2021-08-13,15800,A,0.6606,16.779239999999998
2021-08-14,12300,A,0,0
2021-08-15,12300,A,0.6702,17.02308
2021-08-16,17700,A,0.0106,0.26924
2021-08-17,17000,A,0,0
2021-08-18,15700,A,0.5503,13.97762
2021-08-19,15600,A,0.4102,10.41908
2021-08-20,17200,A,0.1,2.54
2021-08-21,15600,A,1.2003,30.487619999999996
2021-08-22,15400,A,5.34,135.636
2021-08-23,16300,A,0,0
2021-08-24,19500,A,0,0
2021-08-25,16600,A,0,0
2021-08-26,18500,A,2e-4,0.00508
2021-08-27,21600,A,4e-4,0.01016
2021-08-28,20100,A,0.54,13.716
2021-08-29,18700,A,0.25,6.35
2021-08-30,17100,A,0.4904,12.45616
2021-08-31,20100,A,3.1302,79.50707999999999
2021-09-01,23700,A,0.06,1.524
2021-09-02,16500,A,0,0
2021-09-03,15300,A,0,0
2021-09-04,11900,A,0,0
2021-09-05,11700,A,0.0402,1.02108
2021-09-06,11200,A,0,0
2021-09-07,13500,A,0,0
2021-09-08,13800,A,0.0101,0.25654
2021-09-09,14800,A,0,0
2021-09-10,15100,A,0,0
2021-09-11,12000,A,0,0
2021-09-12,10300,A,0,0
2021-09-13,13000,A,0,0
2021-09-14,13900,A,0.03019999999999999,0.7670799999999999
2021-09-15,14500,A,0.6602,16.76908
2021-09-16,13300,A,0,0
2021-09-17,15500,A,0.6608,16.78432
2021-09-18,15400,A,1.11,28.194000000000003
2021-09-19,26600,A,1.7305,43.954699999999995
2021-09-20,31600,A,4.8507,123.20778
2021-09-21,40300,A,0.19,4.826
2021-09-22,45700,A,1.3201,33.53054
2021-09-23,44000,A,0,0
2021-09-24,41900,A,0,0
2021-09-25,30500,A,1e-4,0.00254
2021-09-26,20700,A,0,0
2021-09-27,29600,A,0,0
2021-09-28,31800,A,0,0
2021-09-29,31300,A,0,0
2021-09-30,25800,A,0,0
2021-10-01,19300,A,0,0
2021-10-02,19000,A,0.0601,1.52654
2021-10-03,15200,A,4.0807,103.64978
2021-10-04,15000,A,0,0
2021-10-05,20400,A,1.7402,44.20108
2021-10-06,20100,A,0.8107,20.59178
2021-10-07,33100,A,0.24,6.095999999999999
2021-10-08,54200,A,0,0
2021-10-09,49400,A,0,0
2021-10-10,48100,A,0,0
2021-10-11,34100,A,0,0
2021-10-12,30900,A,0.0201,0.51054
2021-10-13,37500,A,0,0
2021-10-14,36200,A,0,0
2021-10-15,29200,A,0.0907,2.30378
2021-10-16,29500,A,0.3604,9.15416
2021-10-17,28300,A,0,0
2021-10-18,31100,A,0,0
2021-10-19,34600,A,0,0
2021-10-20,30900,A,0,0
2021-10-21,27200,A,0.1101,2.79654
2021-10-22,27500,A,0,0
2021-10-23,26700,A,0,0
2021-10-24,24800,A,0,0
2021-10-25,21200,A,1.8501,46.99254
2021-10-26,22200,A,0,0
2021-10-27,21000,A,0,0
2021-10-28,21700,A,0.2207,5.60578
2021-10-29,22900,A,0.3604,9.15416
2021-10-30,20300,A,0.1405,3.5687
2021-10-31,14100,A,1e-4,0.00254
2021-11-01,15800,A,0,0
2021-11-02,16000,A,3.0000000000000003e-4,0.00762
2021-11-03,14800,A,0,0
2021-11-04,16400,A,0,0
2021-11-05,17400,A,0,0
2021-11-06,13900,A,0,0
2021-11-07,13000,A,0,0
2021-11-08,13100,A,0,0
2021-11-09,15400,A,0,0
2021-11-10,16200,A,0,0
2021-11-11,14600,A,1.35,34.29
2021-11-12,12900,A,0,0
2021-11-13,11200,A,2e-4,0.00508
2021-11-14,11100,A,0,0
2021-11-15,12800,A,0,0
2021-11-16,14500,A,0,0
2021-11-17,13500,A,0,0
2021-11-18,14600,A,0.3,7.619999999999999
2021-11-19,16200,A,0,0
2021-11-20,14300,A,0,0
2021-11-21,13400,A,0.6403,16.26362
2021-11-22,13400,A,0.0701,1.7805399999999998
2021-11-23,15100,A,0,0
2021-11-24,16500,A,0,0
2021-11-25,15400,A,0.4403,11.18362
2021-11-26,18200,A,0.0903,2.29362
2021-11-27,16800,A,0,0
2021-11-28,15200,A,0,0
2021-11-29,16500,A,0,0
2021-11-30,15300,A,0,0
2021-12-01,13700,A,0.04,1.016
2021-12-02,14600,A,1e-4,0.00254
2021-12-03,13800,A,0,0
2021-12-04,14200,A,0,0
2021-12-05,12400,A,0.0101,0.25654
2021-12-06,13700,A,5.9108,150.13432
2021-12-07,15900,A,0,0
2021-12-08,18600,A,0,0
2021-12-09,18800,A,0,0
2021-12-10,20100,A,0.26,6.604
2021-12-11,15400,A,0.4103,10.42162
2021-12-12,23300,A,0,0
2021-12-13,37600,A,0,0
2021-12-14,39200,A,0,0
2021-12-15,35600,A,0,0
2021-12-16,31500,A,0.1303,3.30962
2021-12-17,30200,A,1.4505,36.842699999999994
