date,value,qualifiers
2013-12-08,50900,A
2013-12-09,37200,A
2013-12-10,36200,A
2013-12-11,44800,A
2013-12-12,45300,A
2013-12-13,44700,A
2013-12-14,40900,A
2013-12-15,40300,A
2013-12-16,39100,A
2013-12-17,42100,A
2013-12-18,42600,A
2013-12-19,44100,A
2013-12-20,45400,A
2013-12-21,40200,A
2013-12-22,38500,A
2013-12-23,44300,A
2013-12-24,49200,A
2013-12-25,49500,A
2013-12-26,50700,A
2013-12-27,53700,A
2013-12-28,50400,A
2013-12-29,44500,A
2013-12-30,44900,A
2013-12-31,50800,A
2014-01-01,53500,A
2014-01-02,51800,A
2014-01-03,44900,A
2014-01-04,41700,A
2014-01-05,39100,A
2014-01-06,40300,A
2014-01-07,46500,A
2014-01-08,47400,A
2014-01-09,43100,A
2014-01-10,41600,A
2014-01-11,37200,A
2014-01-12,46600,A
2014-01-13,48700,A
2014-01-14,50900,A
2014-01-15,51400,A
2014-01-16,52300,A
2014-01-17,50500,A
2014-01-18,51200,A
2014-01-19,45900,A
2014-01-20,43300,A
2014-01-21,45500,A
2014-01-22,45300,A
2014-01-23,41100,A
2014-01-24,37400,A
2014-01-25,32400,A
2014-01-26,29800,A
2014-01-27,24400,A
2014-01-28,22100,A
2014-01-29,25500,A
2014-01-30,22900,A
2014-01-31,16900,A
2014-02-01,15700,A
2014-02-02,17400,A
2014-02-03,28000,A
2014-02-04,45100,A
2014-02-05,59900,A
2014-02-06,55400,A
2014-02-07,51300,A
2014-02-08,50200,A
2014-02-09,50500,A
2014-02-10,46900,A
2014-02-11,40500,A
2014-02-12,39500,A
2014-02-13,37900,A
2014-02-14,30900,A
2014-02-15,24200,A
2014-02-16,23000,A
2014-02-17,22600,A
2014-02-18,26300,A
2014-02-19,30000,A
2014-02-20,29900,A
2014-02-21,32200,A
2014-02-22,34100,A
2014-02-23,36000,A
2014-02-24,34500,A
2014-02-25,31900,A
2014-02-26,30400,A
2014-02-27,31900,A
2014-02-28,31100,A
2014-03-01,30400,A
2014-03-02,26400,A
2014-03-03,39800,A
2014-03-04,46800,A
2014-03-05,46900,A
2014-03-06,42900,A
2014-03-07,35500,A
2014-03-08,34300,A
2014-03-09,34700,A
2014-03-10,34200,A
2014-03-11,28000,A
2014-03-12,25200,A
2014-03-13,25100,A
2014-03-14,27700,A
2014-03-15,31000,A
2014-03-16,25700,A
2014-03-17,20300,A
2014-03-18,17300,A
2014-03-19,16300,A
2014-03-20,18300,A
2014-03-21,17700,A
2014-03-22,17400,A
2014-03-23,17300,A
2014-03-24,16300,A
2014-03-25,16900,A
2014-03-26,15400,A
2014-03-27,10300,A
2014-03-28,8780,A
2014-03-29,7060,A
2014-03-30,7150,A
2014-03-31,9790,A
2014-04-01,10400,A
2014-04-02,12400,A
2014-04-03,14200,A
2014-04-04,24500,A
2014-04-05,33600,A
2014-04-06,23500,A
2014-04-07,21800,A
2014-04-08,23200,A
2014-04-09,25900,A
2014-04-10,25600,A
2014-04-11,24200,A
2014-04-12,21300,A
2014-04-13,21200,A
2014-04-14,21300,A
2014-04-15,20200,A
2014-04-16,17100,A
2014-04-17,12200,A
2014-04-18,11100,A
2014-04-19,10900,A
2014-04-20,11000,A
2014-04-21,12200,A
2014-04-22,10800,A
2014-04-23,9250,A
2014-04-24,11300,A
2014-04-25,12800,A
2014-04-26,15200,A
2014-04-27,17900,A
2014-04-28,24400,A
2014-04-29,45500,A
2014-04-30,45300,A
2014-05-01,44200,A
2014-05-02,46900,A
2014-05-03,47000,A
2014-05-04,46800,A
2014-05-05,43200,A
2014-05-06,39700,A
2014-05-07,38800,A
2014-05-08,40000,A
2014-05-09,42600,A
2014-05-10,35200,A
2014-05-11,28500,A
2014-05-12,21900,A
2014-05-13,10400,A
2014-05-14,7610,A
2014-05-15,17200,A
2014-05-16,22500,A
2014-05-17,18600,A
2014-05-18,16400,A
2014-05-19,12000,A
2014-05-20,8620,A
2014-05-21,7050,A
2014-05-22,7190,A
2014-05-23,5140,A
2014-05-24,4250,A
2014-05-25,4410,A
2014-05-26,4460,A
2014-05-27,5330,A
2014-05-28,6320,A
2014-05-29,5980,A
2014-05-30,5890,A
2014-05-31,7250,A
2014-06-01,7180,A
2014-06-02,7230,A
2014-06-03,8050,A
2014-06-04,8100,A
2014-06-05,11000,A
2014-06-06,8930,A
2014-06-07,6920,A
2014-06-08,8370,A
2014-06-09,6610,A
2014-06-10,8420,A
2014-06-11,7430,A
2014-06-12,9390,A
2014-06-13,8900,A
2014-06-14,9130,A
2014-06-15,9440,A
2014-06-16,8960,A
2014-06-17,7640,A
2014-06-18,9100,A
2014-06-19,8510,A
2014-06-20,7870,A
2014-06-21,7600,A
2014-06-22,6610,A
2014-06-23,7580,A
2014-06-24,7160,A
2014-06-25,7560,A
2014-06-26,7820,A
2014-06-27,7400,A
2014-06-28,7680,A
2014-06-29,7580,A
2014-06-30,7690,A
2014-07-01,9510,A
2014-07-02,9280,A
2014-07-03,8430,A
2014-07-04,7470,A
2014-07-05,7730,A
2014-07-06,7730,A
2014-07-07,8220,A
2014-07-08,8200,A
2014-07-09,8010,A
2014-07-10,8220,A
2014-07-11,7980,A
2014-07-12,7440,A
2014-07-13,7070,A
2014-07-14,7390,A
2014-07-15,7450,A
2014-07-16,7650,A
2014-07-17,7090,A
2014-07-18,8040,A
2014-07-19,7500,A
2014-07-20,7940,A
2014-07-21,8200,A
2014-07-22,10300,A
2014-07-23,10800,A
2014-07-24,10400,A
2014-07-25,11700,A
2014-07-26,10500,A
2014-07-27,11700,A
2014-07-28,10300,A
2014-07-29,8970,A
2014-07-30,9580,A
2014-07-31,9010,A
2014-08-01,8700,A
2014-08-02,8470,A
2014-08-03,8390,A
2014-08-04,9540,A
2014-08-05,10200,A
2014-08-06,10100,A
2014-08-07,10300,A
2014-08-08,10200,A
2014-08-09,10200,A
2014-08-10,10000,A
2014-08-11,8200,A
2014-08-12,11100,A
2014-08-13,15400,A
2014-08-14,15400,A
2014-08-15,14600,A
2014-08-16,11200,A
2014-08-17,9900,A
2014-08-18,10800,A
2014-08-19,9570,A
2014-08-20,9760,A
2014-08-21,11200,A
2014-08-22,13300,A
2014-08-23,15400,A
2014-08-24,12500,A
2014-08-25,13100,A
2014-08-26,12800,A
2014-08-27,12900,A
2014-08-28,14600,A
2014-08-29,13300,A
2014-08-30,12100,A
2014-08-31,12100,A
2014-09-01,11400,A
2014-09-02,13000,A
2014-09-03,14600,A
2014-09-04,17600,A
2014-09-05,18000,A
2014-09-06,11400,A
2014-09-07,11900,A
2014-09-08,12500,A
2014-09-09,11100,A
2014-09-10,11600,A
2014-09-11,11800,A
2014-09-12,11800,A
2014-09-13,9240,A
2014-09-14,8790,A
2014-09-15,8090,A
2014-09-16,7060,A
2014-09-17,6710,A
2014-09-18,6730,A
2014-09-19,7170,A
2014-09-20,7110,A
2014-09-21,7210,A
2014-09-22,7270,A
2014-09-23,6980,A
2014-09-24,6990,A
2014-09-25,6850,A
2014-09-26,7310,A
2014-09-27,7330,A
2014-09-28,7390,A
2014-09-29,6360,A
2014-09-30,5690,A
2014-10-01,5140,A
2014-10-02,4860,A
2014-10-03,5580,A
2014-10-04,6150,A
2014-10-05,5760,A
2014-10-06,5690,A
2014-10-07,6080,A
2014-10-08,6300,A
2014-10-09,8960,A
2014-10-10,13200,A
2014-10-11,14500,A
2014-10-12,19100,A
2014-10-13,19600,A
2014-10-14,35600,A
2014-10-15,61500,A
2014-10-16,55100,A
2014-10-17,50300,A
2014-10-18,42300,A
2014-10-19,38600,A
2014-10-20,34500,A
2014-10-21,26400,A
2014-10-22,25000,A
2014-10-23,22600,A
2014-10-24,23000,A
2014-10-25,23400,A
2014-10-26,23200,A
2014-10-27,22600,A
2014-10-28,20700,A
2014-10-29,20600,A
2014-10-30,20500,A
2014-10-31,19900,A
2014-11-01,16400,A
2014-11-02,13400,A
2014-11-03,12000,A
2014-11-04,11800,A
2014-11-05,12000,A
2014-11-06,15300,A
2014-11-07,23500,A
2014-11-08,26200,A
2014-11-09,26100,A
2014-11-10,27000,A
2014-11-11,31000,A
2014-11-12,31800,A
2014-11-13,26800,A
2014-11-14,23000,A
2014-11-15,15400,A
2014-11-16,13900,A
2014-11-17,22200,A
2014-11-18,31100,A
2014-11-19,39200,A
2014-11-20,40400,A
2014-11-21,39600,A
2014-11-22,38900,A
2014-11-23,37200,A
2014-11-24,37100,A
2014-11-25,33300,A
2014-11-26,33000,A
2014-11-27,31500,A
2014-11-28,29700,A
2014-11-29,29600,A
2014-11-30,29400,A
2014-12-01,31900,A
2014-12-02,33200,A
2014-12-03,33300,A
2014-12-04,32200,A
2014-12-05,33000,A
2014-12-06,42500,A
2014-12-07,50000,A
2014-12-08,39800,A
2014-12-09,34500,A
2014-12-10,34400,A
2014-12-11,33200,A
2014-12-12,27300,A
2014-12-13,19200,A
2014-12-14,17900,A
2014-12-15,19600,A
2014-12-16,20900,A
2014-12-17,21300,A
2014-12-18,20300,A
2014-12-19,20600,A
2014-12-20,18100,A
2014-12-21,17000,A
2014-12-22,17900,A
2014-12-23,20800,A
2014-12-24,26500,A
2014-12-25,36000,A
2014-12-26,46900,A
2014-12-27,44200,A
2014-12-28,39600,A
2014-12-29,41700,A
2014-12-30,48100,A
2014-12-31,48800,A
2015-01-01,45400,A
2015-01-02,42200,A
2015-01-03,38400,A
2015-01-04,37300,A
2015-01-05,45500,A
2015-01-06,45900,A
2015-01-07,35900,A
2015-01-08,31700,A
2015-01-09,36000,A
2015-01-10,40100,A
2015-01-11,40200,A
2015-01-12,42800,A
2015-01-13,48900,A
2015-01-14,50000,A
2015-01-15,45500,A
2015-01-16,34800,A
2015-01-17,28400,A
2015-01-18,27300,A
2015-01-19,27100,A
2015-01-20,28700,A
2015-01-21,31200,A
2015-01-22,30200,A
2015-01-23,30500,A
2015-01-24,28600,A
2015-01-25,27000,A
2015-01-26,25700,A
2015-01-27,21300,A
2015-01-28,20600,A
2015-01-29,20600,A
2015-01-30,21000,A
2015-01-31,11500,A
2015-02-01,10300,A
2015-02-02,18000,A
2015-02-03,27100,A
2015-02-04,28000,A
2015-02-05,28400,A
2015-02-06,26400,A
2015-02-07,21500,A
2015-02-08,20400,A
2015-02-09,14900,A
2015-02-10,9010,A
2015-02-11,9950,A
2015-02-12,15700,A
2015-02-13,19500,A
2015-02-14,18900,A
2015-02-15,19400,A
2015-02-16,18300,A
2015-02-17,18900,A
2015-02-18,18800,A
2015-02-19,24100,A
2015-02-20,25300,A
2015-02-21,35900,A
2015-02-22,73100,A
2015-02-23,69200,A
2015-02-24,54600,A
2015-02-25,38700,A
2015-02-26,39300,A
2015-02-27,43300,A
2015-02-28,43300,A
2015-03-01,41700,A
2015-03-02,36600,A
2015-03-03,33200,A
2015-03-04,45700,A
2015-03-05,67700,A
2015-03-06,70600,A
2015-03-07,67200,A
2015-03-08,59000,A
2015-03-09,62800,A
2015-03-10,71100,A
2015-03-11,69000,A
2015-03-12,62100,A
2015-03-13,61100,A
2015-03-14,60300,A
2015-03-15,59400,A
2015-03-16,60000,A
2015-03-17,59000,A
2015-03-18,55800,A
2015-03-19,55600,A
2015-03-20,56200,A
2015-03-21,53100,A
2015-03-22,51700,A
2015-03-23,49900,A
2015-03-24,47100,A
2015-03-25,42800,A
2015-03-26,42900,A
2015-03-27,45200,A
2015-03-28,44200,A
2015-03-29,43100,A
2015-03-30,41200,A
2015-03-31,35000,A
2015-04-01,33800,A
2015-04-02,33300,A
2015-04-03,34000,A
2015-04-04,34700,A
2015-04-05,34000,A
2015-04-06,31900,A
2015-04-07,32300,A
2015-04-08,32900,A
2015-04-09,42400,A
2015-04-10,51100,A
2015-04-11,47900,A
2015-04-12,42300,A
2015-04-13,41300,A
2015-04-14,46100,A
2015-04-15,52300,A
2015-04-16,55200,A
2015-04-17,52900,A
2015-04-18,56600,A
2015-04-19,63400,A
2015-04-20,61200,A
2015-04-21,53700,A
2015-04-22,49900,A
2015-04-23,49200,A
2015-04-24,49900,A
2015-04-25,48500,A
2015-04-26,48600,A
2015-04-27,40900,A
2015-04-28,38200,A
2015-04-29,37500,A
2015-04-30,37400,A
2015-05-01,37400,A
2015-05-02,32800,A
2015-05-03,18900,A
2015-05-04,15900,A
2015-05-05,11600,A
2015-05-06,9110,A
2015-05-07,8960,A
2015-05-08,8240,A
2015-05-09,6350,A
2015-05-10,5630,A
2015-05-11,6230,A
2015-05-12,7450,A
2015-05-13,6930,A
2015-05-14,8170,A
2015-05-15,9300,A
2015-05-16,6540,A
2015-05-17,5680,A
2015-05-18,6580,A
2015-05-19,6860,A
2015-05-20,7140,A
2015-05-21,6750,A
2015-05-22,6950,A
2015-05-23,5830,A
2015-05-24,6820,A
2015-05-25,5860,A
2015-05-26,6530,A
2015-05-27,6110,A
2015-05-28,6830,A
2015-05-29,7470,A
2015-05-30,6860,A
2015-05-31,7100,A
2015-06-01,8940,A
2015-06-02,11800,A
2015-06-03,13100,A
2015-06-04,11100,A
2015-06-05,9190,A
2015-06-06,6090,A
2015-06-07,6040,A
2015-06-08,9200,A
2015-06-09,10400,A
2015-06-10,11600,A
2015-06-11,12400,A
2015-06-12,11300,A
2015-06-13,7470,A
2015-06-14,6990,A
2015-06-15,7470,A
2015-06-16,8830,A
2015-06-17,9680,A
2015-06-18,9060,A
2015-06-19,9190,A
2015-06-20,7010,A
2015-06-21,7560,A
2015-06-22,6830,A
2015-06-23,7740,A
2015-06-24,9430,A
2015-06-25,15100,A
2015-06-26,12600,A
2015-06-27,11600,A
2015-06-28,11200,A
2015-06-29,11400,A
2015-06-30,9810,A
2015-07-01,10500,A
2015-07-02,13600,A
2015-07-03,29700,A
2015-07-04,50500,A
2015-07-05,48900,A
2015-07-06,31200,A
2015-07-07,34200,A
2015-07-08,26900,A
2015-07-09,22600,A
2015-07-10,21600,A
2015-07-11,21800,A
2015-07-12,22700,A
2015-07-13,26500,A
2015-07-14,30300,A
2015-07-15,45500,A
2015-07-16,53500,A
2015-07-17,41300,A
2015-07-18,30800,A
2015-07-19,29800,A
2015-07-20,29400,A
2015-07-21,28500,A
2015-07-22,28300,A
2015-07-23,28300,A
2015-07-24,28600,A
2015-07-25,30100,A
2015-07-26,24300,A
2015-07-27,31100,A
2015-07-28,32800,A
2015-07-29,30900,A
2015-07-30,31300,A
2015-07-31,28800,A
2015-08-01,21800,A
2015-08-02,25700,A
2015-08-03,25400,A
2015-08-04,20500,A
2015-08-05,20400,A
2015-08-06,20900,A
2015-08-07,19500,A
2015-08-08,16100,A
2015-08-09,11000,A
2015-08-10,11500,A
2015-08-11,11500,A
2015-08-12,11200,A
2015-08-13,10600,A
2015-08-14,10900,A
2015-08-15,10200,A
2015-08-16,9080,A
2015-08-17,10400,A
2015-08-18,11400,A
2015-08-19,13200,A
2015-08-20,14200,A
2015-08-21,14500,A
2015-08-22,14600,A
2015-08-23,14700,A
2015-08-24,12700,A
2015-08-25,10300,A
2015-08-26,9830,A
2015-08-27,9740,A
2015-08-28,9530,A
2015-08-29,9550,A
2015-08-30,9550,A
2015-08-31,10000,A
2015-09-01,9660,A
2015-09-02,10100,A
2015-09-03,10400,A
2015-09-04,12600,A
2015-09-05,9620,A
2015-09-06,8870,A
2015-09-07,8360,A
2015-09-08,9180,A
2015-09-09,12600,A
2015-09-10,13200,A
2015-09-11,13200,A
2015-09-12,13300,A
2015-09-13,13400,A
2015-09-14,12600,A
2015-09-15,12600,A
2015-09-16,12700,A
2015-09-17,13100,A
2015-09-18,13500,A
2015-09-19,10800,A
2015-09-20,7240,A
2015-09-21,8670,A
2015-09-22,9840,A
2015-09-23,10000,A
2015-09-24,9880,A
2015-09-25,9930,A
2015-09-26,9760,A
2015-09-27,10300,A
2015-09-28,10200,A
2015-09-29,11600,A
2015-09-30,10100,A
2015-10-01,11300,A
2015-10-02,12200,A
2015-10-03,11800,A
2015-10-04,13000,A
2015-10-05,11900,A
2015-10-06,13800,A
2015-10-07,13800,A
2015-10-08,13600,A
2015-10-09,13800,A
2015-10-10,11300,A
2015-10-11,10400,A
2015-10-12,11100,A
2015-10-13,12600,A
2015-10-14,12400,A
2015-10-15,12700,A
2015-10-16,12700,A
2015-10-17,9160,A
2015-10-18,7920,A
2015-10-19,10800,A
2015-10-20,11500,A
2015-10-21,11800,A
2015-10-22,11700,A
2015-10-23,11700,A
2015-10-24,9100,A
2015-10-25,8180,A
2015-10-26,8930,A
2015-10-27,12300,A
2015-10-28,14800,A
2015-10-29,13700,A
2015-10-30,11600,A
2015-10-31,8570,A
2015-11-01,8560,A
2015-11-02,9130,A
2015-11-03,8650,A
2015-11-04,8730,A
2015-11-05,8890,A
2015-11-06,8880,A
2015-11-07,6150,A
2015-11-08,5700,A
2015-11-09,7210,A
2015-11-10,7990,A
2015-11-11,7480,A
2015-11-12,9410,A
2015-11-13,9070,A
2015-11-14,8590,A
2015-11-15,8910,A
2015-11-16,10400,A
2015-11-17,9820,A
2015-11-18,14100,A
2015-11-19,16900,A
2015-11-20,18700,A
2015-11-21,18900,A
2015-11-22,17800,A
2015-11-23,16400,A
2015-11-24,15000,A
2015-11-25,12600,A
2015-11-26,12800,A
2015-11-27,13200,A
2015-11-28,15100,A
2015-11-29,17100,A
2015-11-30,30600,A
2015-12-01,51000,A
2015-12-02,57900,A
2015-12-03,53500,A
2015-12-04,45400,A
2015-12-05,44400,A
2015-12-06,42800,A
2015-12-07,39700,A
2015-12-08,44800,A
2015-12-09,42200,A
2015-12-10,41200,A
2015-12-11,40900,A
2015-12-12,39300,A
2015-12-13,38400,A
2015-12-14,39400,A
2015-12-15,37600,A
2015-12-16,36800,A
2015-12-17,40400,A
2015-12-18,45600,A
2015-12-19,37900,A
2015-12-20,35500,A
2015-12-21,37500,A
2015-12-22,42500,A
2015-12-23,48500,A
2015-12-24,53000,A
2015-12-25,55000,A
2015-12-26,58400,A
2015-12-27,58700,A
2015-12-28,56800,A
2015-12-29,45100,A
2015-12-30,40800,A
2015-12-31,43000,A
2016-01-01,43400,A
2016-01-02,39800,A
2016-01-03,18700,A
2016-01-04,9500,A
2016-01-05,14400,A
2016-01-06,20400,A
2016-01-07,25000,A
2016-01-08,36400,A
2016-01-09,52200,A
2016-01-10,53700,A
2016-01-11,47300,A
2016-01-12,39600,A
2016-01-13,40100,A
2016-01-14,40000,A
2016-01-15,40400,A
2016-01-16,38800,A
2016-01-17,36400,A
2016-01-18,32500,A
2016-01-19,31400,A
2016-01-20,33500,A
2016-01-21,36200,A
2016-01-22,37300,A
2016-01-23,39400,A
2016-01-24,42200,A
2016-01-25,39500,A
2016-01-26,32000,A
2016-01-27,37200,A
2016-01-28,41400,A
2016-01-29,42200,A
2016-01-30,41900,A
2016-01-31,42000,A
2016-02-01,41800,A
2016-02-02,38500,A
2016-02-03,42500,A
2016-02-04,54600,A
2016-02-05,56800,A
2016-02-06,56000,A
2016-02-07,55600,A
2016-02-08,53800,A
2016-02-09,51400,A
2016-02-10,51000,A
2016-02-11,50100,A
2016-02-12,51000,A
2016-02-13,48200,A
2016-02-14,45500,A
2016-02-15,45700,A
2016-02-16,58100,A
2016-02-17,75500,A
2016-02-18,76200,A
2016-02-19,70100,A
2016-02-20,65300,A
2016-02-21,65400,A
2016-02-22,65000,A
2016-02-23,62800,A
2016-02-24,64200,A
2016-02-25,68200,A
2016-02-26,68500,A
2016-02-27,67200,A
2016-02-28,62700,A
2016-02-29,58300,A
2016-03-01,55300,A
2016-03-02,52500,A
2016-03-03,49600,A
2016-03-04,49300,A
2016-03-05,45800,A
2016-03-06,43800,A
2016-03-07,44500,A
2016-03-08,48300,A
2016-03-09,46300,A
2016-03-10,39800,A
2016-03-11,35400,A
2016-03-12,31200,A
2016-03-13,32300,A
2016-03-14,31700,A
2016-03-15,24800,A
2016-03-16,24000,A
2016-03-17,21800,A
2016-03-18,18800,A
2016-03-19,10900,A
2016-03-20,17800,A
2016-03-21,20400,A
2016-03-22,18800,A
2016-03-23,18900,A
2016-03-24,18800,A
2016-03-25,19700,A
2016-03-26,15900,A
2016-03-27,13000,A
2016-03-28,9460,A
2016-03-29,8310,A
2016-03-30,10800,A
2016-03-31,13700,A
2016-04-01,9000,A
2016-04-02,7360,A
2016-04-03,7960,A
2016-04-04,7200,A
2016-04-05,7700,A
2016-04-06,8050,A
2016-04-07,10200,A
2016-04-08,9570,A
2016-04-09,8720,A
2016-04-10,9120,A
2016-04-11,8270,A
2016-04-12,9050,A
2016-04-13,7290,A
2016-04-14,8020,A
2016-04-15,7600,A
2016-04-16,6310,A
2016-04-17,6070,A
2016-04-18,9510,A
2016-04-19,8520,A
2016-04-20,7560,A
2016-04-21,7880,A
2016-04-22,8060,A
2016-04-23,5450,A
2016-04-24,4830,A
2016-04-25,6310,A
2016-04-26,8160,A
2016-04-27,7470,A
2016-04-28,6860,A
2016-04-29,7590,A
2016-04-30,4710,A
2016-05-01,6580,A
2016-05-02,6000,A
2016-05-03,7330,A
2016-05-04,7330,A
2016-05-05,6950,A
2016-05-06,6970,A
2016-05-07,5480,A
2016-05-08,6000,A
2016-05-09,5720,A
2016-05-10,7310,A
2016-05-11,16200,A
2016-05-12,28500,A
2016-05-13,21300,A
2016-05-14,19600,A
2016-05-15,21600,A
2016-05-16,24700,A
2016-05-17,23900,A
2016-05-18,24100,A
2016-05-19,16200,A
2016-05-20,13300,A
2016-05-21,15800,A
2016-05-22,20300,A
2016-05-23,20400,A
2016-05-24,19800,A
2016-05-25,17800,A
2016-05-26,16600,A
2016-05-27,17700,A
2016-05-28,14100,A
2016-05-29,9620,A
2016-05-30,8600,A
2016-05-31,6810,A
2016-06-01,6110,A
2016-06-02,5930,A
2016-06-03,6620,A
2016-06-04,7460,A
2016-06-05,7640,A
2016-06-06,11200,A
2016-06-07,9310,A
2016-06-08,6200,A
2016-06-09,6010,A
2016-06-10,6480,A
2016-06-11,8170,A
2016-06-12,8420,A
2016-06-13,9990,A
2016-06-14,7790,A
2016-06-15,8900,A
2016-06-16,10800,A
2016-06-17,12700,A
2016-06-18,9540,A
2016-06-19,7470,A
2016-06-20,6970,A
2016-06-21,6970,A
2016-06-22,6790,A
2016-06-23,7000,A
2016-06-24,9040,A
2016-06-25,16400,A
2016-06-26,13600,A
2016-06-27,10200,A
2016-06-28,8030,A
2016-06-29,8650,A
2016-06-30,8950,A
2016-07-01,8670,A
2016-07-02,6200,A
2016-07-03,6280,A
2016-07-04,8280,A
2016-07-05,9050,A
2016-07-06,10300,A
2016-07-07,33200,A
2016-07-08,49300,A
2016-07-09,32300,A
2016-07-10,26000,A
2016-07-11,16900,A
2016-07-12,10300,A
2016-07-13,11000,A
2016-07-14,10300,A
2016-07-15,13600,A
2016-07-16,14000,A
2016-07-17,15700,A
2016-07-18,13200,A
2016-07-19,12600,A
2016-07-20,11800,A
2016-07-21,11200,A
2016-07-22,11100,A
2016-07-23,12300,A
2016-07-24,12200,A
2016-07-25,12400,A
2016-07-26,10800,A
2016-07-27,10800,A
2016-07-28,12400,A
2016-07-29,15200,A
2016-07-30,39000,A
2016-07-31,24600,A
2016-08-01,14700,A
2016-08-02,13800,A
2016-08-03,13900,A
2016-08-04,14200,A
2016-08-05,12700,A
2016-08-06,11500,A
2016-08-07,12700,A
2016-08-08,12300,A
2016-08-09,14200,A
2016-08-10,13700,A
2016-08-11,15200,A
2016-08-12,15300,A
2016-08-13,12200,A
2016-08-14,9440,A
2016-08-15,11100,A
2016-08-16,12100,A
2016-08-17,13800,A
2016-08-18,14500,A
2016-08-19,14100,A
2016-08-20,13600,A
2016-08-21,13900,A
2016-08-22,15800,A
2016-08-23,14300,A
2016-08-24,13300,A
2016-08-25,13100,A
2016-08-26,13700,A
2016-08-27,9330,A
2016-08-28,9400,A
2016-08-29,10100,A
2016-08-30,11500,A
2016-08-31,11200,A
2016-09-01,10400,A
2016-09-02,10500,A
2016-09-03,8190,A
2016-09-04,8140,A
2016-09-05,8010,A
2016-09-06,8380,A
2016-09-07,8200,A
2016-09-08,7900,A
2016-09-09,8810,A
2016-09-10,9060,A
2016-09-11,9050,A
2016-09-12,8930,A
2016-09-13,9100,A
2016-09-14,9120,A
2016-09-15,8980,A
2016-09-16,9020,A
2016-09-17,7290,A
2016-09-18,7900,A
2016-09-19,8520,A
2016-09-20,9970,A
2016-09-21,10500,A
2016-09-22,11200,A
2016-09-23,10700,A
2016-09-24,5760,A
2016-09-25,5260,A
2016-09-26,5400,A
2016-09-27,5690,A
2016-09-28,5980,A
2016-09-29,6280,A
2016-09-30,6290,A
2016-10-01,5890,A
2016-10-02,6000,A
2016-10-03,5820,A
2016-10-04,5800,A
2016-10-05,5340,A
2016-10-06,4920,A
2016-10-07,5700,A
2016-10-08,5500,A
2016-10-09,5690,A
2016-10-10,5980,A
2016-10-11,5640,A
2016-10-12,5450,A
2016-10-13,5600,A
2016-10-14,5620,A
2016-10-15,5690,A
2016-10-16,5560,A
2016-10-17,6480,A
2016-10-18,6600,A
2016-10-19,6380,A
2016-10-20,6270,A
2016-10-21,5580,A
2016-10-22,5490,A
2016-10-23,5610,A
2016-10-24,6200,A
2016-10-25,7640,A
2016-10-26,7610,A
2016-10-27,7310,A
2016-10-28,6660,A
2016-10-29,6890,A
2016-10-30,6410,A
2016-10-31,6590,A
2016-11-01,6150,A
2016-11-02,5860,A
2016-11-03,6540,A
2016-11-04,5700,A
2016-11-05,6030,A
2016-11-06,6130,A
2016-11-07,6070,A
2016-11-08,5410,A
2016-11-09,5390,A
2016-11-10,5310,A
2016-11-11,5350,A
2016-11-12,5350,A
2016-11-13,4940,A
2016-11-14,5610,A
2016-11-15,5530,A
2016-11-16,5080,A
2016-11-17,5260,A
2016-11-18,5420,A
2016-11-19,4920,A
2016-11-20,5400,A
2016-11-21,4210,A
2016-11-22,4050,A
2016-11-23,3880,A
2016-11-24,4650,A
2016-11-25,3970,A
2016-11-26,3980,A
2016-11-27,3880,A
2016-11-28,4320,A
2016-11-29,7130,A
2016-11-30,6940,A
2016-12-01,8080,A
2016-12-02,7880,A
2016-12-03,7490,A
2016-12-04,7680,A
2016-12-05,8160,A
2016-12-06,7820,A
2016-12-07,8660,A
2016-12-08,7790,A
2016-12-09,8710,A
2016-12-10,6390,A
2016-12-11,6070,A
2016-12-12,8370,A
2016-12-13,8040,A
2016-12-14,9000,A
2016-12-15,9830,A
2016-12-16,11500,A
2016-12-17,12800,A
2016-12-18,15400,A
2016-12-19,24100,A
2016-12-20,19300,A
2016-12-21,15400,A
2016-12-22,14200,A
2016-12-23,12500,A
2016-12-24,19200,A
2016-12-25,28900,A
2016-12-26,21700,A
2016-12-27,26700,A
2016-12-28,34100,A
2016-12-29,31000,A
2016-12-30,24000,A
2016-12-31,23400,A
2017-01-01,26000,A
2017-01-02,27400,A
2017-01-03,31100,A
2017-01-04,33800,A
2017-01-05,31000,A
2017-01-06,27900,A
2017-01-07,27000,A
2017-01-08,26200,A
2017-01-09,26100,A
2017-01-10,26900,A
2017-01-11,28400,A
2017-01-12,23200,A
2017-01-13,21900,A
2017-01-14,17400,A
2017-01-15,14300,A
2017-01-16,14600,A
2017-01-17,18100,A
2017-01-18,27800,A
2017-01-19,32600,A
2017-01-20,41300,A
2017-01-21,44400,A
2017-01-22,43800,A
2017-01-23,29300,A
2017-01-24,24000,A
2017-01-25,28500,A
2017-01-26,30600,A
2017-01-27,35100,A
2017-01-28,40500,A
2017-01-29,35700,A
2017-01-30,34700,A
2017-01-31,33100,A
2017-02-01,32000,A
2017-02-02,32200,A
2017-02-03,29500,A
2017-02-04,26000,A
2017-02-05,21300,A
2017-02-06,22100,A
2017-02-07,24300,A
2017-02-08,25900,A
2017-02-09,23400,A
2017-02-10,21400,A
2017-02-11,13200,A
2017-02-12,10700,A
2017-02-13,17200,A
2017-02-14,19600,A
