date,rain_in,rain_mm
2013-06-05,0.1001,2.54254
2013-06-06,0.89,22.605999999999998
2013-06-07,0.8,20.32
2013-06-08,0,0
2013-06-09,0.9807,24.909779999999998
2013-06-10,1.8606,47.25924
2013-06-11,0,0
2013-06-12,0,0
2013-06-13,1e-4,0.00254
2013-06-14,0,0
2013-06-15,0,0
2013-06-16,0,0
2013-06-17,0.03,0.7619999999999999
2013-06-18,1.731,43.9674
2013-06-19,0,0
2013-06-20,1.76,44.704
2013-06-21,0,0
2013-06-22,0,0
2013-06-23,0.12,3.0479999999999996
2013-06-24,2e-4,0.00508
2013-06-25,0,0
2013-06-26,0,0
2013-06-27,3.0000000000000003e-4,0.00762
2013-06-28,0.0101,0.25654
2013-06-29,0,0
2013-06-30,1e-4,0.00254
2013-07-01,0,0
2013-07-02,0,0
2013-07-03,0,0
2013-07-04,2.1703,55.12562
2013-07-05,1.5714000000000001,39.913560000000004
2013-07-06,1.6102,40.89908
2013-07-07,0.01,0.254
2013-07-08,1e-4,0.00254
2013-07-09,0,0
2013-07-10,0.5301,13.46454
2013-07-11,1.1606,29.47924
2013-07-12,0,0
2013-07-13,0,0
2013-07-14,0.04,1.016
2013-07-15,0,0
2013-07-16,0,0
2013-07-17,1e-4,0.00254
2013-07-18,1.0904,27.69616
2013-07-19,0,0
2013-07-20,0,0
2013-07-21,0.3202,8.13308
2013-07-22,0.6602,16.76908
2013-07-23,0,0
2013-07-24,0,0
2013-07-25,0,0
2013-07-26,0,0
2013-07-27,0.0204,0.51816
2013-07-28,0.0601,1.52654
2013-07-29,0,0
2013-07-30,0.1001,2.54254
2013-07-31,0.5006,12.71524
2013-08-01,1e-4,0.00254
2013-08-02,0,0
2013-08-03,0.0802,2.0370799999999996
2013-08-04,0,0
2013-08-05,1e-4,0.00254
2013-08-06,0.050300000000000004,1.27762
2013-08-07,1.2705,32.2707
2013-08-08,0.6605,16.776699999999998
2013-08-09,0.3301,8.38454
2013-08-10,0,0
2013-08-11,0.05,1.27
2013-08-12,2e-4,0.00508
2013-08-13,0.0302,0.76708
2013-08-14,0,0
2013-08-15,0,0
2013-08-16,0,0
2013-08-17,0.1303,3.30962
2013-08-18,0.0103,0.26161999999999996
2013-08-19,0,0
2013-08-20,0.4601,11.686539999999999
2013-08-21,0.1003,2.5476199999999998
2013-08-22,0,0
2013-08-23,0.62,15.748
2013-08-24,0,0
2013-08-25,0,0
2013-08-26,0,0
2013-08-27,0,0
2013-08-28,0,0
2013-08-29,0,0
2013-08-30,0,0
2013-08-31,0.050100000000000006,1.27254
2013-09-01,0.7702,19.56308
2013-09-02,0.2601,6.60654
2013-09-03,0,0
2013-09-04,0,0
2013-09-05,0,0
2013-09-06,0,0
2013-09-07,0,0
2013-09-08,0,0
2013-09-09,1e-4,0.00254
2013-09-10,2.7802000000000002,70.61708
2013-09-11,0.08020000000000001,2.03708
2013-09-12,0.3204,8.13816
2013-09-13,2e-4,0.00508
2013-09-14,0,0
2013-09-15,0,0
2013-09-16,0,0
2013-09-17,0,0
2013-09-18,0,0
2013-09-19,0,0
2013-09-20,1e-4,0.00254
2013-09-21,3.3205,84.3407
2013-09-22,0,0
2013-09-23,0,0
2013-09-24,0,0
2013-09-25,0.9804,24.90216
2013-09-26,0,0
2013-09-27,0,0
2013-09-28,0,0
2013-09-29,0.02,0.508
2013-09-30,0,0
2013-10-01,0,0
2013-10-02,0.1302,3.30708
2013-10-03,0.06999999999999999,1.7779999999999998
2013-10-04,0.01,0.254
2013-10-05,0,0
2013-10-06,2.4407,61.99378
2013-10-07,0,0
2013-10-08,0,0
2013-10-09,0,0
2013-10-10,0,0
2013-10-11,0,0
2013-10-12,0,0
2013-10-13,0,0
2013-10-14,0,0
2013-10-15,0,0
2013-10-16,0.541,13.7414
2013-10-17,0.1008,2.56032
2013-10-18,0,0
2013-10-19,3.0000000000000003e-4,0.00762
2013-10-20,0,0
2013-10-21,0,0
2013-10-22,0.2002,5.08508
2013-10-23,0.01,0.254
2013-10-24,0,0
2013-10-25,0,0
2013-10-26,0,0
2013-10-27,0,0
2013-10-28,0.0106,0.26924
2013-10-29,0,0
2013-10-30,0,0
2013-10-31,0.2803,7.119619999999999
2013-11-01,1.41,35.81399999999999
2013-11-02,2e-4,0.00508
2013-11-03,0,0
2013-11-04,0,0
2013-11-05,0,0
2013-11-06,0.0403,1.02362
2013-11-07,0.541,13.7414
2013-11-08,0,0
2013-11-09,0,0
2013-11-10,0,0
2013-11-11,0,0
2013-11-12,0.0408,1.03632
2013-11-13,0,0
2013-11-14,0,0
2013-11-15,0.1502,3.8150799999999996
2013-11-16,6.000000000000001e-4,0.01524
2013-11-17,0.6702,17.02308
2013-11-18,2.0801000000000003,52.834540000000004
2013-11-19,0,0
2013-11-20,0,0
2013-11-21,0,0
2013-11-22,0.4408,11.19632
2013-11-23,0,0
2013-11-24,0,0
2013-11-25,0.18,4.571999999999999
2013-11-26,0.7709,19.58086
2013-11-27,3.0000000000000003e-4,0.00762
2013-11-28,0,0
2013-11-29,0,0
2013-11-30,0,0
2013-12-01,0,0
2013-12-02,0,0
2013-12-03,4e-4,0.01016
2013-12-04,0,0
2013-12-05,3.9005,99.0727
2013-12-06,3.4401,87.37854
2013-12-07,4e-4,0.01016
2013-12-08,1.0907,27.70378
2013-12-09,0.0803,2.0396199999999998
2013-12-10,0.1705,4.3307
2013-12-11,0,0
2013-12-12,0,0
2013-12-13,0,0
2013-12-14,0.6706,17.03324
2013-12-15,0,0
2013-12-16,0,0
2013-12-17,0,0
2013-12-18,0,0
2013-12-19,0,0
2013-12-20,0.0404,1.02616
2013-12-21,0.12040000000000001,3.05816
2013-12-22,1.8603,47.251619999999996
2013-12-23,4e-4,0.01016
2013-12-24,2e-4,0.00508
2013-12-25,0,0
2013-12-26,0,0
2013-12-27,0,0
2013-12-28,0.040100000000000004,1.01854
2013-12-29,1.3403,34.04362
2013-12-30,0,0
2013-12-31,2e-4,0.00508
2014-01-01,0,0
2014-01-02,0.401,10.1854
2014-01-03,0.001,0.0254
2014-01-04,0,0
2014-01-05,0.37,9.398
2014-01-06,0.4913,12.47902
2014-01-07,0,0
2014-01-08,0,0
2014-01-09,0.1703,4.32562
2014-01-10,3.0000000000000003e-4,0.00762
2014-01-11,1.8701,47.50054
2014-01-12,0,0
2014-01-13,0.6304000000000001,16.01216
2014-01-14,0.6802,17.277079999999998
2014-01-15,5e-4,0.0127
2014-01-16,1e-4,0.00254
2014-01-17,0.0405,1.0287
2014-01-18,0,0
2014-01-19,0,0
2014-01-20,0,0
2014-01-21,0.0013000000000000002,0.03302
2014-01-22,1e-4,0.00254
2014-01-23,2e-4,0.00508
2014-01-24,0,0
2014-01-25,0.0101,0.25654
2014-01-26,0,0
2014-01-27,0,0
2014-01-28,0,0
2014-01-29,0,0
2014-01-30,0,0
2014-01-31,0,0
2014-02-01,0,0
2014-02-02,0.6604,16.77416
2014-02-03,1.3504,34.30016
2014-02-04,1.1602,29.469079999999995
2014-02-05,2.1502,54.61507999999999
2014-02-06,0.0014,0.035559999999999994
2014-02-07,2e-4,0.00508
2014-02-08,0.0011,0.02794
2014-02-09,0.0101,0.25654
2014-02-10,0,0
2014-02-11,0,0
2014-02-12,0.0305,0.7746999999999999
2014-02-13,0,0
2014-02-14,0.36010000000000003,9.14654
2014-02-15,0.09040000000000001,2.29616
2014-02-16,1e-4,0.00254
2014-02-17,0.16,4.064
2014-02-18,0,0
2014-02-19,2e-4,0.00508
2014-02-20,0,0
2014-02-21,1.6203,41.15562
2014-02-22,0,0
2014-02-23,0,0
2014-02-24,2e-4,0.00508
2014-02-25,0,0
2014-02-26,0,0
2014-02-27,0,0
2014-02-28,0,0
2014-03-01,4e-4,0.01016
2014-03-02,0.6611,16.79194
2014-03-03,3.5716,90.71864
2014-03-04,0,0
2014-03-05,0,0
2014-03-06,0,0
2014-03-07,0,0
2014-03-08,0,0
2014-03-09,0,0
2014-03-10,0,0
2014-03-11,0,0
2014-03-12,0.0805,2.0446999999999997
2014-03-13,1e-4,0.00254
2014-03-14,2e-4,0.00508
2014-03-15,0,0
2014-03-16,0.8607,21.86178
2014-03-17,0.0706,1.7932399999999997
2014-03-18,0,0
2014-03-19,0,0
2014-03-20,0,0
2014-03-21,0,0
2014-03-22,0,0
2014-03-23,0.1802,4.57708
2014-03-24,0,0
2014-03-25,0.0216,0.54864
2014-03-26,0,0
2014-03-27,4e-4,0.01016
2014-03-28,0.8707,22.11578
2014-03-29,0.68,17.272000000000002
2014-03-30,0,0
2014-03-31,0,0
2014-04-01,1e-4,0.00254
2014-04-02,0,0
2014-04-03,1.0603,26.93162
2014-04-04,1.7902,45.47108
2014-04-05,0,0
2014-04-06,0,0
2014-04-07,0.7503,19.057619999999996
2014-04-08,0.0108,0.27432
2014-04-09,0.04,1.016
2014-04-10,0,0
2014-04-11,0,0
2014-04-12,0.6702,17.02308
2014-04-13,0,0
2014-04-14,0.3004,7.630159999999999
2014-04-15,0.8011,20.34794
2014-04-16,0,0
2014-04-17,0,0
2014-04-18,0,0
2014-04-19,0,0
2014-04-20,0,0
2014-04-21,0,0
2014-04-22,0.0204,0.51816
2014-04-23,0,0
2014-04-24,0,0
2014-04-25,0.8608,21.86432
2014-04-26,0,0
2014-04-27,0.04,1.016
2014-04-28,6.0306,153.17723999999998
2014-04-29,2.6702,67.82307999999999
2014-04-30,0.39,9.906
2014-05-01,0,0
2014-05-02,0,0
2014-05-03,0,0
2014-05-04,0,0
2014-05-05,0,0
2014-05-06,0,0
2014-05-07,0,0
2014-05-08,0,0
2014-05-09,0.0703,1.78562
2014-05-10,0.05,1.27
2014-05-11,0,0
2014-05-12,0,0
2014-05-13,0,0
2014-05-14,2.681,68.0974
2014-05-15,0.40049999999999997,10.172699999999999
2014-05-16,0.1504,3.82016
2014-05-17,0,0
2014-05-18,0,0
2014-05-19,0,0
2014-05-20,0,0
2014-05-21,0,0
2014-05-22,0,0
2014-05-23,0,0
2014-05-24,0,0
2014-05-25,0.23,5.842
2014-05-26,0.2802,7.11708
2014-05-27,0,0
2014-05-28,0.3201,8.13054
2014-05-29,1e-4,0.00254
2014-05-30,0,0
2014-05-31,5e-4,0.0127
2014-06-01,2e-4,0.00508
2014-06-02,0,0
2014-06-03,2e-4,0.00508
2014-06-04,0,0
2014-06-05,0.9006,22.875239999999998
2014-06-06,0,0
2014-06-07,3.0102,76.45908
2014-06-08,1.6603,42.17162
2014-06-09,0.32,8.128
2014-06-10,1.4809,37.61486
2014-06-11,0.0704,1.78816
2014-06-12,0,0
2014-06-13,0.5603,14.23162
2014-06-14,0,0
2014-06-15,0,0
2014-06-16,0,0
2014-06-17,0,0
2014-06-18,0,0
2014-06-19,0,0
2014-06-20,0.5203,13.21562
2014-06-21,2e-4,0.00508
2014-06-22,0,0
2014-06-23,2e-4,0.00508
2014-06-24,0.040100000000000004,1.01854
2014-06-25,0.040100000000000004,1.01854
2014-06-26,0,0
2014-06-27,0.9902000000000001,25.15108
2014-06-28,0.7902,20.07108
2014-06-29,0.1403,3.56362
2014-06-30,0.02,0.508
2014-07-01,0,0
2014-07-02,0.4302,10.92708
2014-07-03,0,0
2014-07-04,0,0
2014-07-05,0,0
2014-07-06,0,0
2014-07-07,0,0
2014-07-08,0.0101,0.25654
2014-07-09,0.050100000000000006,1.27254
2014-07-10,0,0
2014-07-11,0,0
2014-07-12,0,0
2014-07-13,0,0
2014-07-14,0.060000000000000005,1.524
2014-07-15,0.34,8.636000000000001
2014-07-16,0,0
2014-07-17,0,0
2014-07-18,0.1108,2.81432
2014-07-19,2.0803,52.83961999999999
2014-07-20,0,0
2014-07-21,0,0
2014-07-22,0,0
2014-07-23,0.0801,2.03454
2014-07-24,0,0
2014-07-25,0,0
2014-07-26,0,0
2014-07-27,0,0
2014-07-28,1.0401,26.41854
2014-07-29,0,0
2014-07-30,0,0
2014-07-31,0,0
2014-08-01,0,0
2014-08-02,0,0
2014-08-03,0,0
2014-08-04,0,0
2014-08-05,0,0
2014-08-06,0,0
2014-08-07,1e-4,0.00254
2014-08-08,1.1704999999999999,29.730699999999995
2014-08-09,1.96,49.784
2014-08-10,1.16,29.463999999999995
2014-08-11,0.0604,1.53416
2014-08-12,0.01,0.254
2014-08-13,0,0
2014-08-14,0,0
2014-08-15,0,0
2014-08-16,2e-4,0.00508
2014-08-17,1.8001,45.722539999999995
2014-08-18,0.3902,9.91108
2014-08-19,0.040100000000000004,1.01854
2014-08-20,1.3504,34.30016
2014-08-21,0.0103,0.26161999999999996
2014-08-22,0,0
2014-08-23,5e-4,0.0127
2014-08-24,0.0704,1.78816
2014-08-25,0,0
2014-08-26,0.0101,0.25654
2014-08-27,0,0
2014-08-28,0,0
2014-08-29,0,0
2014-08-30,1.8307,46.499779999999994
2014-08-31,1.3504,34.30016
2014-09-01,0,0
2014-09-02,0.1302,3.30708
2014-09-03,0.1004,2.55016
2014-09-04,0,0
2014-09-05,0,0
2014-09-06,1e-4,0.00254
2014-09-07,1e-4,0.00254
2014-09-08,0,0
2014-09-09,0,0
2014-09-10,0,0
2014-09-11,0.0305,0.7746999999999999
2014-09-12,0,0
2014-09-13,0,0
2014-09-14,0,0
2014-09-15,2e-4,0.00508
2014-09-16,3.0000000000000003e-4,0.00762
2014-09-17,0,0
2014-09-18,0,0
2014-09-19,0,0
2014-09-20,0,0
2014-09-21,0,0
2014-09-22,0,0
2014-09-23,0,0
2014-09-24,0,0
2014-09-25,0,0
2014-09-26,0,0
2014-09-27,0,0
2014-09-28,0,0
2014-09-29,0,0
2014-09-30,0,0
2014-10-01,0,0
2014-10-02,0,0
2014-10-03,0.6403,16.26362
2014-10-04,3.0000000000000003e-4,0.00762
2014-10-05,0,0
2014-10-06,0.2501,6.352539999999999
2014-10-07,1.2203000000000002,30.995620000000002
2014-10-08,1.8401,46.73854
2014-10-09,2e-4,0.00508
2014-10-10,4.3809000000000005,111.27486
2014-10-11,1.6201999999999999,41.153079999999996
2014-10-12,0.0501,1.27254
2014-10-13,1.5203,38.61562
2014-10-14,2.4308,61.74232
2014-10-15,0.1911,4.85394
2014-10-16,0.050300000000000004,1.27762
2014-10-17,0,0
2014-10-18,0,0
2014-10-19,0,0
2014-10-20,0,0
2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,0,0
2014-10-25,0,0
2014-10-26,0,0
2014-10-27,0,0
2014-10-28,2e-4,0.00508
2014-10-29,0.8401,21.33854
2014-10-30,0,0
2014-10-31,0.0305,0.7746999999999999
2014-11-01,0,0
2014-11-02,0,0
2014-11-03,0,0
2014-11-04,0,0
2014-11-05,1.7001,43.182539999999996
2014-11-06,0.13,3.302
2014-11-07,0,0
2014-11-08,0,0
2014-11-09,0,0
2014-11-10,0,0
2014-11-11,0.0403,1.02362
2014-11-12,0.0502,1.27508
2014-11-13,4e-4,0.01016
2014-11-14,0,0
2014-11-15,0,0
2014-11-16,1.5201,38.61054
2014-11-17,0.9008,22.88032
2014-11-18,6.000000000000001e-4,0.01524
2014-11-19,0,0
2014-11-20,0,0
2014-11-21,0,0
2014-11-22,0,0
2014-11-23,0.9305,23.6347
2014-11-24,0.1504,3.82016
2014-11-25,0,0
2014-11-26,0.01,0.254
2014-11-27,0.0803,2.0396199999999998
2014-11-28,0,0
2014-11-29,0,0
2014-11-30,0,0
2014-12-01,0.2803,7.119619999999999
2014-12-02,0.19030000000000002,4.833620000000001
2014-12-03,0,0
2014-12-04,0.1505,3.8226999999999998
2014-12-05,0.1604,4.074159999999999
2014-12-06,1.191,30.2514
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,0,0
2014-12-10,0,0
2014-12-11,0,0
2014-12-12,0,0
2014-12-13,0,0
2014-12-14,0,0
2014-12-15,0.0404,1.02616
2014-12-16,2e-4,0.00508
2014-12-17,0.03,0.7619999999999999
2014-12-18,0.1401,3.55854
2014-12-19,0,0
2014-12-20,1e-4,0.00254
2014-12-21,0,0
2014-12-22,4e-4,0.01016
2014-12-23,0.7902,20.07108
2014-12-24,0.5307000000000001,13.479780000000002
2014-12-25,5e-4,0.0127
2014-12-26,0,0
2014-12-27,0.6005,15.2527
2014-12-28,0.5105999999999999,12.969239999999997
2014-12-29,0.0502,1.27508
2014-12-30,0,0
2014-12-31,0,0
2015-01-01,0,0
2015-01-02,0.0012000000000000001,0.03048
2015-01-03,0.4803,12.19962
2015-01-04,0.4204,10.67816
2015-01-05,0,0
2015-01-06,0,0
2015-01-07,0.0012000000000000001,0.03048
2015-01-08,0,0
2015-01-09,0,0
2015-01-10,0,0
2015-01-11,0.0108,0.27432
2015-01-12,1.7509000000000001,44.47286
2015-01-13,1e-4,0.00254
2015-01-14,4e-4,0.01016
2015-01-15,0,0
2015-01-16,0,0
2015-01-17,0,0
2015-01-18,1e-4,0.00254
2015-01-19,0,0
2015-01-20,0,0
2015-01-21,0,0
2015-01-22,0,0
2015-01-23,0.5700000000000001,14.478000000000002
2015-01-24,0.181,4.5973999999999995
2015-01-25,0.0302,0.76708
2015-01-26,0.0604,1.53416
2015-01-27,3.0000000000000003e-4,0.00762
2015-01-28,0,0
2015-01-29,3.0000000000000003e-4,0.00762
2015-01-30,0,0
2015-01-31,0,0
2015-02-01,0.8903,22.613619999999997
2015-02-02,0.1414,3.59156
2015-02-03,0,0
2015-02-04,0,0
2015-02-05,0,0
2015-02-06,0,0
2015-02-07,0,0
2015-02-08,0,0
2015-02-09,0,0
2015-02-10,3.0000000000000003e-4,0.00762
2015-02-11,0,0
2015-02-12,6.000000000000001e-4,0.01524
2015-02-13,0,0
2015-02-14,0,0
2015-02-15,0,0
2015-02-16,2.3405,59.448699999999995
2015-02-17,0.0012000000000000001,0.03048
2015-02-18,0.011300000000000001,0.28702
2015-02-19,0,0
2015-02-20,0.1005,2.5527
2015-02-21,4.1805,106.1847
2015-02-22,0.14,3.556
2015-02-23,0,0
2015-02-24,0,0
2015-02-25,0,0
2015-02-26,0.0614,1.55956
2015-02-27,0,0
2015-02-28,0,0
2015-03-01,0.3002,7.6250800000000005
2015-03-02,0.14100000000000001,3.5814000000000004
2015-03-03,0.03,0.7619999999999999
2015-03-04,2.7203,69.09562
2015-03-05,0.6518,16.55572
2015-03-06,0,0
2015-03-07,0,0
2015-03-08,0,0
2015-03-09,5e-4,0.0127
2015-03-10,0.8106,20.58924
2015-03-11,0.3007,7.63778
2015-03-12,2e-4,0.00508
2015-03-13,0.6606000000000001,16.77924
2015-03-14,0.5305,13.474699999999999
2015-03-15,3.0000000000000003e-4,0.00762
2015-03-16,0,0
2015-03-17,0,0
2015-03-18,0,0
2015-03-19,0.0805,2.0446999999999997
2015-03-20,0.0504,1.28016
2015-03-21,0,0
2015-03-22,0,0
2015-03-23,0,0
2015-03-24,0,0
2015-03-25,0,0
2015-03-26,0.24029999999999999,6.103619999999999
2015-03-27,0.0407,1.03378
2015-03-28,0,0
2015-03-29,0,0
2015-03-30,0.0303,0.76962
2015-03-31,0,0
2015-04-01,0,0
2015-04-02,6.000000000000001e-4,0.01524
2015-04-03,1.6503,41.91762
2015-04-04,1e-4,0.00254
2015-04-05,0,0
2015-04-06,0.8502000000000001,21.59508
2015-04-07,0.0601,1.52654
2015-04-08,0,0
2015-04-09,0,0
2015-04-10,1.9607,49.80178
2015-04-11,0,0
2015-04-12,0,0
2015-04-13,0.3601,9.146539999999998
2015-04-14,1.9304999999999999,49.034699999999994
2015-04-15,0.1312,3.33248
2015-04-16,3.0007,76.21778
2015-04-17,0,0
2015-04-18,0.79,20.066
2015-04-19,1.8307,46.499779999999994
2015-04-20,0.7703,19.56562
2015-04-21,0,0
2015-04-22,4e-4,0.01016
2015-04-23,0,0
2015-04-24,1e-4,0.00254
2015-04-25,0.0905,2.2986999999999997
2015-04-26,0.1003,2.5476199999999998
2015-04-27,0,0
2015-04-28,0,0
2015-04-29,0,0
2015-04-30,1e-4,0.00254
2015-05-01,0,0
2015-05-02,0,0
2015-05-03,0,0
2015-05-04,0,0
2015-05-05,0,0
2015-05-06,0,0
2015-05-07,0,0
2015-05-08,0,0
2015-05-09,0,0
2015-05-10,2e-4,0.00508
2015-05-11,0,0
2015-05-12,0,0
2015-05-13,0,0
2015-05-14,0,0
2015-05-15,0.63,16.002
2015-05-16,0.1004,2.55016
2015-05-17,1.0002,25.405079999999998
2015-05-18,5e-4,0.0127
2015-05-19,0,0
2015-05-20,3.0000000000000003e-4,0.00762
2015-05-21,1.3609,34.56686
2015-05-22,0,0
2015-05-23,0,0
2015-05-24,0,0
2015-05-25,0.9802000000000001,24.89708
2015-05-26,1.3206,33.54324
2015-05-27,0.1904,4.8361600000000005
2015-05-28,0.0204,0.51816
2015-05-29,0.0602,1.5290799999999998
2015-05-30,0.9005,22.8727
2015-05-31,0.3202,8.13308
2015-06-01,2.4009,60.982859999999995
2015-06-02,0.0104,0.26415999999999995
2015-06-03,0,0
2015-06-04,0,0
2015-06-05,0,0
2015-06-06,0,0
2015-06-07,0,0
2015-06-08,2.5102,63.759080000000004
2015-06-09,0,0
2015-06-10,0,0
2015-06-11,0,0
2015-06-12,0.0302,0.76708
2015-06-13,0,0
2015-06-14,0,0
2015-06-15,0,0
2015-06-16,0,0
2015-06-17,0,0
2015-06-18,0.0301,0.7645399999999999
2015-06-19,1.0002,25.405079999999998
2015-06-20,0.3304,8.39216
2015-06-21,0,0
2015-06-22,0,0
2015-06-23,0,0
2015-06-24,0.2202,5.59308
2015-06-25,0,0
2015-06-26,0,0
2015-06-27,0.3004,7.630159999999999
2015-06-28,0,0
2015-06-29,0.02,0.508
2015-06-30,0.8200000000000001,20.828
2015-07-01,0.5103,12.961619999999998
2015-07-02,2.3204000000000002,58.93816
2015-07-03,0.66,16.764
2015-07-04,0.8902,22.611079999999998
2015-07-05,0.8807,22.36978
2015-07-06,0,0
2015-07-07,0.4601,11.686539999999999
2015-07-08,1.1207,28.46578
2015-07-09,0,0
2015-07-10,0,0
2015-07-11,0.1403,3.56362
2015-07-12,0.0201,0.51054
2015-07-13,0,0
2015-07-14,2e-4,0.00508
2015-07-15,0.0701,1.7805399999999998
2015-07-16,0,0
2015-07-17,0,0
2015-07-18,0,0
2015-07-19,0,0
2015-07-20,0,0
2015-07-21,0,0
2015-07-22,0.6201,15.750539999999999
2015-07-23,0.5103,12.961619999999998
2015-07-24,0,0
2015-07-25,0,0
2015-07-26,0,0
2015-07-27,0,0
2015-07-28,3.0702000000000003,77.98308
2015-07-29,0.030100000000000002,0.76454
2015-07-30,0,0
2015-07-31,0,0
2015-08-01,0,0
2015-08-02,0,0
2015-08-03,0.98,24.892
2015-08-04,0,0
2015-08-05,0.07010000000000001,1.7805400000000002
2015-08-06,1.7702,44.96308
2015-08-07,0,0
2015-08-08,0,0
2015-08-09,0,0
2015-08-10,1e-4,0.00254
2015-08-11,0,0
2015-08-12,0,0
2015-08-13,0,0
2015-08-14,0.2801,7.11454
2015-08-15,1e-4,0.00254
2015-08-16,0.7304,18.55216
2015-08-17,0.5205,13.220699999999999
2015-08-18,0,0
2015-08-19,1.2103,30.741619999999998
2015-08-20,0.1603,4.071619999999999
2015-08-21,0,0
2015-08-22,0,0
2015-08-23,0.0204,0.51816
2015-08-24,0,0
2015-08-25,0,0
2015-08-26,0,0
2015-08-27,0,0
2015-08-28,0,0
2015-08-29,0.10010000000000001,2.5425400000000002
2015-08-30,0,0
2015-08-31,0,0
2015-09-01,0,0
2015-09-02,0,0
2015-09-03,0,0
2015-09-04,0,0
2015-09-05,2e-4,0.00508
2015-09-06,0,0
2015-09-07,0,0
2015-09-08,0,0
2015-09-09,0.2801,7.11454
2015-09-10,0.4309,10.94486
2015-09-11,1.87,47.498
2015-09-12,0,0
2015-09-13,0,0
2015-09-14,0,0
2015-09-15,0,0
2015-09-16,0,0
2015-09-17,0,0
2015-09-18,0,0
2015-09-19,0,0
2015-09-20,0,0
2015-09-21,0,0
2015-09-22,0,0
2015-09-23,0,0
2015-09-24,0,0
2015-09-25,0.1603,4.071619999999999
2015-09-26,0.6502,16.515079999999998
2015-09-27,0.4602,11.689079999999999
2015-09-28,2e-4,0.00508
2015-09-29,0.2804,7.122159999999999
2015-09-30,0.030600000000000002,0.77724
2015-10-01,0.0411,1.0439399999999999
2015-10-02,0.7109,18.056859999999997
2015-10-03,0.0404,1.02616
2015-10-04,0.0403,1.02362
2015-10-05,0,0
2015-10-06,0,0
2015-10-07,0,0
2015-10-08,0,0
2015-10-09,0.7201000000000001,18.29054
2015-10-10,0.2107,5.35178
2015-10-11,0,0
2015-10-12,0,0
2015-10-13,0.3702,9.40308
2015-10-14,0,0
2015-10-15,0,0
2015-10-16,1e-4,0.00254
2015-10-17,0,0
2015-10-18,0,0
2015-10-19,0,0
2015-10-20,0,0
2015-10-21,0,0
2015-10-22,0,0
2015-10-23,0,0
2015-10-24,0.0307,0.77978
2015-10-25,0.0803,2.0396199999999998
2015-10-26,0.6005,15.2527
2015-10-27,2.5903,65.79362
2015-10-28,0.5508,13.990319999999999
2015-10-29,1e-4,0.00254
2015-10-30,0,0
2015-10-31,0.1303,3.30962
2015-11-01,0.0103,0.26161999999999996
2015-11-02,0.0413,1.04902
2015-11-03,0,0
2015-11-04,0,0
2015-11-05,0,0
2015-11-06,0.4807,12.20978
2015-11-07,0,0
2015-11-08,0,0
2015-11-09,0.1813,4.60502
2015-11-10,0.0014,0.035559999999999994
2015-11-11,0,0
2015-11-12,0.1302,3.30708
2015-11-13,0,0
2015-11-14,0,0
2015-11-15,0,0
2015-11-16,0.020300000000000002,0.5156200000000001
2015-11-17,0,0
2015-11-18,2.3902,60.71108
2015-11-19,0,0
2015-11-20,0,0
2015-11-21,0.0205,0.5206999999999999
2015-11-22,1e-4,0.00254
2015-11-23,0,0
2015-11-24,0,0
2015-11-25,0,0
2015-11-26,0,0
2015-11-27,0,0
2015-11-28,0.2004,5.09016
2015-11-29,2.3809,60.47486
2015-11-30,1.6606,42.17924
2015-12-01,1.7904,45.47616
2015-12-02,0,0
2015-12-03,0,0
2015-12-04,0,0
2015-12-05,0,0
2015-12-06,0,0
2015-12-07,0,0
2015-12-08,0,0
2015-12-09,0,0
2015-12-10,0,0
2015-12-11,0,0
2015-12-12,0,0
2015-12-13,0,0
2015-12-14,0.8502000000000001,21.59508
2015-12-15,0,0
2015-12-16,1e-4,0.00254
2015-12-17,0.0404,1.02616
2015-12-18,0,0
2015-12-19,0,0
2015-12-20,0,0
2015-12-21,0.1905,4.8387
2015-12-22,1.9402,49.281079999999996
2015-12-23,5e-4,0.0127
2015-12-24,0.0702,1.7830799999999998
2015-12-25,2.3607,59.96178
2015-12-26,1.6005,40.652699999999996
2015-12-27,0,0
2015-12-28,1.7702000000000002,44.963080000000005
2015-12-29,0,0
2015-12-30,0,0
2015-12-31,0,0
2016-01-01,0,0
2016-01-02,0,0
2016-01-03,0,0
2016-01-04,0,0
2016-01-05,0,0
2016-01-06,0,0
2016-01-07,0,0
2016-01-08,0.0302,0.76708
2016-01-09,1e-4,0.00254
2016-01-10,0.36110000000000003,9.171940000000001
2016-01-11,0,0
2016-01-12,0,0
2016-01-13,0,0
2016-01-14,0,0
2016-01-15,0.4801,12.19454
2016-01-16,2e-4,0.00508
2016-01-17,0,0
2016-01-18,0,0
2016-01-19,0,0
2016-01-20,0.4003,10.16762
2016-01-21,0,0
2016-01-22,1.7208,43.70832
2016-01-23,0.001,0.0254
2016-01-24,0,0
2016-01-25,0,0
2016-01-26,0.1105,2.8066999999999998
2016-01-27,0,0
2016-01-28,0,0
2016-01-29,0,0
2016-01-30,0,0
2016-01-31,0,0
2016-02-01,0.2807,7.129779999999999
2016-02-02,0.1302,3.30708
2016-02-03,1.4,35.559999999999995
2016-02-04,0,0
2016-02-05,0,0
2016-02-06,0,0
2016-02-07,0,0
