station,date,rain_in
ASH,2024-01-07,0.0222
ASH,2024-01-08,0.2505
ASH,2024-01-09,5e-4
ASH,2024-01-10,2.3302
ASH,2024-01-11,0
ASH,2024-01-12,0
ASH,2024-01-13,1.2103
ASH,2024-01-14,0.0103
ASH,2024-01-15,0
ASH,2024-01-16,0.0018000000000000002
ASH,2024-01-17,0.0204
ASH,2024-01-18,0.09
ASH,2024-01-19,0.03
ASH,2024-01-20,5e-4
ASH,2024-01-21,3.0000000000000003e-4
ASH,2024-01-22,0
ASH,2024-01-23,0
ASH,2024-01-24,0.2306
ASH,2024-01-25,0.3401
ASH,2024-01-26,0.7608
ASH,2024-01-27,0.0211
ASH,2024-01-28,0.2901
ASH,2024-01-29,0.6003000000000001
ASH,2024-01-30,0.0014
ASH,2024-01-31,2e-4
ASH,2024-02-01,0
ASH,2024-02-02,0
ASH,2024-02-03,1e-4
ASH,2024-02-04,0
ASH,2024-02-05,0
ASH,2024-02-06,0
ASH,2024-02-07,0
ASH,2024-02-08,0
ASH,2024-02-09,0
ASH,2024-02-10,1e-4
ASH,2024-02-11,0.0201
ASH,2024-02-12,0
ASH,2024-02-13,0.0103
ASH,2024-02-14,1e-4
ASH,2024-02-15,0
ASH,2024-02-16,0.061
ASH,2024-02-17,9.000000000000001e-4
ASH,2024-02-18,0
ASH,2024-02-19,0
ASH,2024-02-20,0
ASH,2024-02-21,0
ASH,2024-02-22,0
ASH,2024-02-23,0.2507
ASH,2024-02-24,0
ASH,2024-02-25,0
ASH,2024-02-26,0
ASH,2024-02-27,0
ASH,2024-02-28,0.3204
ASH,2024-02-29,0.0604
ASH,2024-03-01,0
ASH,2024-03-02,0.17020000000000002
ASH,2024-03-03,0.9801000000000001
ASH,2024-03-04,0
ASH,2024-03-05,0.1907
ASH,2024-03-06,0.20020000000000002
ASH,2024-03-07,1.7303
ASH,2024-03-08,0
ASH,2024-03-09,1e-4
ASH,2024-03-10,1.1603
ASH,2024-03-11,4e-4
ASH,2024-03-12,0
ASH,2024-03-13,0
ASH,2024-03-14,0
ASH,2024-03-15,0.1508
ASH,2024-03-16,0
ASH,2024-03-17,0.0305
ASH,2024-03-18,0
ASH,2024-03-19,0
ASH,2024-03-20,0
ASH,2024-03-21,4e-4
ASH,2024-03-22,0
ASH,2024-03-23,1.9608
ASH,2024-03-24,0.34
ASH,2024-03-25,0
ASH,2024-03-26,3.0000000000000003e-4
ASH,2024-03-27,0.0608
ASH,2024-03-28,1.2004
ASH,2024-03-29,0.4303
ASH,2024-03-30,0
ASH,2024-03-31,0
ASH,2024-04-01,0
ASH,2024-04-02,1e-4
ASH,2024-04-03,0.3604
ASH,2024-04-04,1.4301
ASH,2024-04-05,0.0906
ASH,2024-04-06,0.031
ASH,2024-04-07,0.0102
ASH,2024-04-08,0
ASH,2024-04-09,0
ASH,2024-04-10,0.0102
ASH,2024-04-11,0.1703
ASH,2024-04-12,0.9604
ASH,2024-04-13,0.01
ASH,2024-04-14,0.0303
ASH,2024-04-15,0.060200000000000004
ASH,2024-04-16,0
ASH,2024-04-17,0
ASH,2024-04-18,0.1706
ASH,2024-04-19,0.0102
ASH,2024-04-20,0.18
ASH,2024-04-21,1e-4
ASH,2024-04-22,0
ASH,2024-04-23,0
ASH,2024-04-24,0.0306
ASH,2024-04-25,0
ASH,2024-04-26,0
ASH,2024-04-27,0
ASH,2024-04-28,0.2102
ASH,2024-04-29,0
ASH,2024-04-30,0.1203
ASH,2024-05-01,0.2402
ASH,2024-05-02,0.0801
ASH,2024-05-03,0
ASH,2024-05-04,0
ASH,2024-05-05,0.26030000000000003
ASH,2024-05-06,0.2
ASH,2024-05-07,0
ASH,2024-05-08,0.3602
ASH,2024-05-09,0.0201
ASH,2024-05-10,0
ASH,2024-05-11,0
ASH,2024-05-12,2e-4
ASH,2024-05-13,0
ASH,2024-05-14,1e-4
ASH,2024-05-15,0.0303
ASH,2024-05-16,6.000000000000001e-4
ASH,2024-05-17,0
ASH,2024-05-18,4e-4
ASH,2024-05-19,0
ASH,2024-05-20,0
ASH,2024-05-21,0
ASH,2024-05-22,0
ASH,2024-05-23,0
ASH,2024-05-24,0
ASH,2024-05-25,0
ASH,2024-05-26,0.05
ASH,2024-05-27,0.031200000000000002
ASH,2024-05-28,0.3602
ASH,2024-05-29,0
ASH,2024-05-30,1e-4
ASH,2024-05-31,0
ASH,2024-06-01,0
ASH,2024-06-02,0
ASH,2024-06-03,0
ASH,2024-06-04,0
ASH,2024-06-05,2e-4
ASH,2024-06-06,3.0000000000000003e-4
ASH,2024-06-07,0
ASH,2024-06-08,0
ASH,2024-06-09,0.0202
ASH,2024-06-10,0
ASH,2024-06-11,0
ASH,2024-06-12,0
ASH,2024-06-13,0
ASH,2024-06-14,5e-4
ASH,2024-06-15,3.0000000000000003e-4
ASH,2024-06-16,0
ASH,2024-06-17,0
ASH,2024-06-18,0
ASH,2024-06-19,1e-4
ASH,2024-06-20,1e-4
ASH,2024-06-21,2e-4
ASH,2024-06-22,3.0000000000000003e-4
ASH,2024-06-23,0
ASH,2024-06-24,0
ASH,2024-06-25,2e-4
ASH,2024-06-26,0
ASH,2024-06-27,0.0704
ASH,2024-06-28,0
ASH,2024-06-29,5e-4
ASH,2024-06-30,5e-4
ASH,2024-07-01,0
ASH,2024-07-02,0
ASH,2024-07-03,0
ASH,2024-07-04,1e-4
ASH,2024-07-05,4e-4
ASH,2024-07-06,2e-4
ASH,2024-07-07,2e-4
ASH,2024-07-08,0
ASH,2024-07-09,0
ASH,2024-07-10,0
ASH,2024-07-11,0
ASH,2024-07-12,0
ASH,2024-07-13,0
ASH,2024-07-14,0.09999999999999999
ASH,2024-07-15,0
ASH,2024-07-16,1e-4
ASH,2024-07-17,1.61
ASH,2024-07-18,0.0204
ASH,2024-07-19,0
ASH,2024-07-20,0
ASH,2024-07-21,0
ASH,2024-07-22,0
ASH,2024-07-23,5e-4
ASH,2024-07-24,0.09
ASH,2024-07-25,2e-4
ASH,2024-07-26,0
ASH,2024-07-27,0
ASH,2024-07-28,0
ASH,2024-07-29,0.7203
ASH,2024-07-30,0
ASH,2024-07-31,0.4002
ASH,2024-08-01,0.0201
ASH,2024-08-02,1e-4
ASH,2024-08-03,0.1701
ASH,2024-08-04,1.2302
ASH,2024-08-05,0.0101
ASH,2024-08-06,0.411
ASH,2024-08-07,0.9402
ASH,2024-08-08,0.1601
ASH,2024-08-09,0.3804
ASH,2024-08-10,0.3301
ASH,2024-08-11,0
ASH,2024-08-12,0.0104
ASH,2024-08-13,0
ASH,2024-08-14,0
ASH,2024-08-15,0.43
ASH,2024-08-16,0
ASH,2024-08-17,0
ASH,2024-08-18,0.2306
ASH,2024-08-19,0.0202
ASH,2024-08-20,0.16999999999999998
ASH,2024-08-21,3.0000000000000003e-4
ASH,2024-08-22,0
ASH,2024-08-23,0
ASH,2024-08-24,0
ASH,2024-08-25,2e-4
ASH,2024-08-26,0.0202
ASH,2024-08-27,1e-4
ASH,2024-08-28,0
ASH,2024-08-29,0
ASH,2024-08-30,0
ASH,2024-08-31,0
ASH,2024-09-01,0.0101
ASH,2024-09-02,0
ASH,2024-09-03,0
ASH,2024-09-04,0
ASH,2024-09-05,0
ASH,2024-09-06,0
ASH,2024-09-07,2e-4
ASH,2024-09-08,0.0401
ASH,2024-09-09,0
ASH,2024-09-10,0
ASH,2024-09-11,0.07
ASH,2024-09-12,0
ASH,2024-09-13,0
ASH,2024-09-14,0
ASH,2024-09-15,0
ASH,2024-09-16,0
ASH,2024-09-17,0
ASH,2024-09-18,0
ASH,2024-09-19,0
ASH,2024-09-20,0.0408
ASH,2024-09-21,0.7703
ASH,2024-09-22,0.0202
ASH,2024-09-23,0
ASH,2024-09-24,0
ASH,2024-09-25,1e-4
ASH,2024-09-26,0.3409
ASH,2024-09-27,0.2003
ASH,2024-09-28,0
ASH,2024-09-29,0
ASH,2024-09-30,0
ASH,2024-10-01,1e-4
ASH,2024-10-02,0
ASH,2024-10-03,0
ASH,2024-10-04,2e-4
ASH,2024-10-05,4e-4
ASH,2024-10-06,0
ASH,2024-10-07,0.1303
ASH,2024-10-08,0
ASH,2024-10-09,1e-4
ASH,2024-10-10,0.0101
ASH,2024-10-11,0
ASH,2024-10-12,0
ASH,2024-10-13,0.1704
ASH,2024-10-14,0.4911
ASH,2024-10-15,0
ASH,2024-10-16,0
ASH,2024-10-17,0
ASH,2024-10-18,0
ASH,2024-10-19,0
ASH,2024-10-20,0
ASH,2024-10-21,0
ASH,2024-10-22,0
ASH,2024-10-23,4e-4
ASH,2024-10-24,1e-4
ASH,2024-10-25,0
ASH,2024-10-26,0
ASH,2024-10-27,0
ASH,2024-10-28,1e-4
ASH,2024-10-29,0
ASH,2024-10-30,0.32030000000000003
ASH,2024-10-31,0.0104
ASH,2024-11-01,0
ASH,2024-11-02,0
ASH,2024-11-03,0
ASH,2024-11-04,0
ASH,2024-11-05,1e-4
ASH,2024-11-06,0
ASH,2024-11-07,0
ASH,2024-11-08,0
ASH,2024-11-09,0.0102
ASH,2024-11-10,1e-4
ASH,2024-11-11,0.0904
ASH,2024-11-12,0
ASH,2024-11-13,0
ASH,2024-11-14,0
ASH,2024-11-15,0
ASH,2024-11-16,0
ASH,2024-11-17,0
ASH,2024-11-18,2e-4
ASH,2024-11-19,0
ASH,2024-11-20,0
ASH,2024-11-21,0.6404
ASH,2024-11-22,0.6302
ASH,2024-11-23,0.6801
ASH,2024-11-24,0
ASH,2024-11-25,0
ASH,2024-11-26,0.31
ASH,2024-11-27,0
ASH,2024-11-28,0.6101
ASH,2024-11-29,2e-4
ASH,2024-11-30,2e-4
ASH,2024-12-01,0
ASH,2024-12-02,0
ASH,2024-12-03,0
ASH,2024-12-04,0
ASH,2024-12-05,0.191
ASH,2024-12-06,0
ASH,2024-12-07,0
ASH,2024-12-08,0.0109
ASH,2024-12-09,0.0502
ASH,2024-12-10,0
ASH,2024-12-11,0
ASH,2024-12-12,0.07
ASH,2024-12-13,0
ASH,2024-12-14,0
ASH,2024-12-15,0
ASH,2024-12-16,0
ASH,2024-12-17,0
ASH,2024-12-18,0
ASH,2024-12-19,0
ASH,2024-12-20,0.001
ASH,2024-12-21,9.000000000000001e-4
ASH,2024-12-22,0
ASH,2024-12-23,0
ASH,2024-12-24,0.0303
ASH,2024-12-25,0
ASH,2024-12-26,0
ASH,2024-12-27,0
ASH,2024-12-28,1e-4
ASH,2024-12-29,0.0315
ASH,2024-12-30,0.651
BNA,2010-09-30,0
BNA,2010-10-01,0
BNA,2010-10-02,0
BNA,2010-10-03,0
BNA,2010-10-04,0
BNA,2010-10-05,0
BNA,2010-10-06,0
BNA,2010-10-07,0
BNA,2010-10-08,0
BNA,2010-10-09,0
BNA,2010-10-10,0
BNA,2010-10-11,0
BNA,2010-10-12,0.33
BNA,2010-10-13,0.0502
BNA,2010-10-14,0.03
BNA,2010-10-15,0
BNA,2010-10-16,0
BNA,2010-10-17,0
BNA,2010-10-18,0
BNA,2010-10-19,1e-4
BNA,2010-10-20,0.0501
BNA,2010-10-21,0
BNA,2010-10-22,0
BNA,2010-10-23,0
BNA,2010-10-24,0
BNA,2010-10-25,1.51
BNA,2010-10-26,0.5201
BNA,2010-10-27,1e-4
BNA,2010-10-28,0
BNA,2010-10-29,0
BNA,2010-10-30,0
BNA,2010-10-31,0
BNA,2010-11-01,0
BNA,2010-11-02,0
BNA,2010-11-03,0.1403
BNA,2010-11-04,0.09
BNA,2010-11-05,1e-4
BNA,2010-11-06,0.01
BNA,2010-11-07,0
BNA,2010-11-08,0
BNA,2010-11-09,0
BNA,2010-11-10,0
BNA,2010-11-11,0
BNA,2010-11-12,0
BNA,2010-11-13,1e-4
BNA,2010-11-14,0.1703
BNA,2010-11-15,0
BNA,2010-11-16,0.9103
BNA,2010-11-17,0.02
BNA,2010-11-18,0
BNA,2010-11-19,0
BNA,2010-11-21,0
BNA,2010-11-22,0
BNA,2010-11-23,1.0402
BNA,2010-11-24,0.0601
BNA,2010-11-25,0.09
BNA,2010-11-26,0.4002
BNA,2010-11-27,0
BNA,2010-11-28,0
BNA,2010-11-29,0.24000000000000002
BNA,2010-11-30,1.9602
BNA,2010-12-01,0
BNA,2010-12-02,0
BNA,2010-12-03,0
BNA,2010-12-04,2e-4
BNA,2010-12-05,0.0011
BNA,2010-12-06,6.000000000000001e-4
BNA,2010-12-07,2e-4
BNA,2010-12-08,0
BNA,2010-12-09,0
BNA,2010-12-10,0
BNA,2010-12-11,0.4501
BNA,2010-12-12,0.7110000000000001
BNA,2010-12-13,0.011300000000000001
BNA,2010-12-14,0
BNA,2010-12-15,3.0000000000000003e-4
BNA,2010-12-16,0.2802
BNA,2010-12-17,0
BNA,2010-12-18,0
BNA,2010-12-20,0
BNA,2010-12-21,2e-4
BNA,2010-12-22,0.0303
BNA,2010-12-23,0
BNA,2010-12-24,2e-4
BNA,2010-12-25,0.1413
BNA,2010-12-26,0.0023
BNA,2010-12-27,3.0000000000000003e-4
BNA,2010-12-28,0
BNA,2010-12-29,0.0303
BNA,2010-12-30,0.09
BNA,2010-12-31,0
BNA,2011-01-01,0.8005
BNA,2011-01-05,0.07010000000000001
BNA,2011-01-06,0.0101
BNA,2011-01-07,4e-4
BNA,2011-01-08,0.011300000000000001
BNA,2011-01-10,0.2406
BNA,2011-01-11,0.0015
BNA,2011-01-12,0.0017000000000000001
BNA,2011-01-13,9.000000000000001e-4
BNA,2011-01-17,5e-4
BNA,2011-01-18,0.3605
BNA,2011-01-19,0.0206
BNA,2011-01-20,0.0702
BNA,2011-01-21,0.0102
BNA,2011-01-23,0
BNA,2011-01-24,3.0000000000000003e-4
BNA,2011-01-25,0.2706
BNA,2011-01-26,0.4003
BNA,2011-01-28,0
BNA,2011-01-31,0.0504
BNA,2011-02-01,0.8302
BNA,2011-02-02,0.0205
BNA,2011-02-04,1e-4
BNA,2011-02-05,0.051000000000000004
BNA,2011-02-07,0.3504
BNA,2011-02-08,3.0000000000000003e-4
BNA,2011-02-09,0.1101
BNA,2011-02-10,0.0302
BNA,2011-02-18,0.0301
BNA,2011-02-19,0.0302
BNA,2011-02-20,2e-4
BNA,2011-02-21,1e-4
BNA,2011-02-22,0.25
BNA,2011-02-24,1.21
BNA,2011-02-25,0.7004
BNA,2011-02-27,0.0402
BNA,2011-02-28,1.7604
BNA,2011-03-01,0
BNA,2011-03-04,0
BNA,2011-03-05,1.1007
BNA,2011-03-06,0.19
BNA,2011-03-08,0.07
BNA,2011-03-09,0.8104
BNA,2011-03-10,0.021
BNA,2011-03-11,0.0101
BNA,2011-03-12,0
BNA,2011-03-13,0.0403
BNA,2011-03-14,0.2707
BNA,2011-03-15,2e-4
BNA,2011-03-18,0
BNA,2011-03-22,0
BNA,2011-03-23,0.040100000000000004
BNA,2011-03-24,0.01
BNA,2011-03-25,0.10020000000000001
BNA,2011-03-26,0.22
BNA,2011-03-27,0.01
BNA,2011-03-28,0.1602
BNA,2011-03-29,0.0101
BNA,2011-03-30,1.3805
BNA,2011-03-31,3.0000000000000003e-4
BNA,2011-04-04,0.8202
BNA,2011-04-05,0.3501
BNA,2011-04-11,1.0301
BNA,2011-04-12,0.1904
BNA,2011-04-15,0.8502
BNA,2011-04-16,0.4805
BNA,2011-04-17,0
BNA,2011-04-20,0.3303
BNA,2011-04-21,0.07010000000000001
BNA,2011-04-22,2e-4
BNA,2011-04-23,0
BNA,2011-04-24,0.1401
BNA,2011-04-25,0.0101
BNA,2011-04-26,0.75
BNA,2011-04-27,1.8001
BNA,2011-04-28,1e-4
BNA,2011-04-29,1e-4
BNA,2011-05-01,0.7102
BNA,2011-05-02,0.1303
BNA,2011-05-03,1.4704
BNA,2011-05-06,2e-4
BNA,2011-05-07,3.0000000000000003e-4
BNA,2011-05-08,0
BNA,2011-05-09,0
BNA,2011-05-11,0
BNA,2011-05-12,0.03
BNA,2011-05-13,0.0702
BNA,2011-05-14,0.3103
BNA,2011-05-15,3.0000000000000003e-4
BNA,2011-05-16,0.0305
BNA,2011-05-19,2e-4
BNA,2011-05-21,0.08
BNA,2011-05-22,0
BNA,2011-05-23,0.3205
BNA,2011-05-24,0.19030000000000002
BNA,2011-05-26,0.6102
BNA,2011-05-27,1e-4
BNA,2011-06-02,0
BNA,2011-06-04,0
BNA,2011-06-05,0.03
BNA,2011-06-06,0
BNA,2011-06-09,0
BNA,2011-06-14,0.0402
BNA,2011-06-15,2.0500000000000003
BNA,2011-06-17,0.0305
BNA,2011-06-18,0.0703
BNA,2011-06-19,0.54
BNA,2011-06-21,0.0305
BNA,2011-06-22,0.060200000000000004
BNA,2011-06-23,0
BNA,2011-06-25,0.0502
BNA,2011-06-26,0.42050000000000004
BNA,2011-06-28,1.66
BNA,2011-07-02,0
BNA,2011-07-03,0
BNA,2011-07-06,0.8701
BNA,2011-07-07,0.87
BNA,2011-07-08,0.1505
BNA,2011-07-12,1e-4
BNA,2011-07-14,1e-4
BNA,2011-07-16,0
BNA,2011-07-18,0.64
BNA,2011-07-19,0.0102
BNA,2011-07-29,0
BNA,2011-07-30,0.7999999999999999
BNA,2011-07-31,1e-4
BNA,2011-08-01,0
BNA,2011-08-04,0
BNA,2011-08-05,0.4003
BNA,2011-08-06,0.1705
BNA,2011-08-07,0.050300000000000004
BNA,2011-08-08,1e-4
BNA,2011-08-09,1e-4
BNA,2011-08-13,0.0101
BNA,2011-08-21,1.1501
BNA,2011-09-04,0.3504
BNA,2011-09-05,1.7802
BNA,2011-09-06,2.14
BNA,2011-09-07,3.0000000000000003e-4
BNA,2011-09-11,0.2
BNA,2011-09-15,0.36010000000000003
BNA,2011-09-18,2e-4
BNA,2011-09-19,0.18030000000000002
BNA,2011-09-20,0.14
BNA,2011-09-21,0.1601
BNA,2011-09-23,0.4001
BNA,2011-09-24,0.01
BNA,2011-09-25,1e-4
BNA,2011-09-26,0.2503
BNA,2011-09-29,0.05
BNA,2011-10-13,0.11040000000000001
BNA,2011-10-18,0.050100000000000006
BNA,2011-10-19,0.1104
BNA,2011-10-20,0.0905
BNA,2011-10-21,0
BNA,2011-10-26,0
BNA,2011-10-27,0.0906
BNA,2011-10-28,0.4803
BNA,2011-11-03,0.4603
BNA,2011-11-04,0.0101
BNA,2011-11-06,0
BNA,2011-11-08,0.19
BNA,2011-11-09,0.0304
BNA,2011-11-10,0
BNA,2011-11-11,0
BNA,2011-11-15,0.9
BNA,2011-11-16,1.0003
BNA,2011-11-20,0.7201
BNA,2011-11-21,0.7302
BNA,2011-11-22,0.1105
BNA,2011-11-23,0.050300000000000004
BNA,2011-11-26,0
BNA,2011-11-27,0.9605
BNA,2011-11-28,1.1502000000000001
BNA,2011-11-29,0.0419
BNA,2011-11-30,0.0207
BNA,2011-12-05,1.1906
BNA,2011-12-06,0.4408
BNA,2011-12-07,0.13090000000000002
BNA,2011-12-12,0
BNA,2011-12-13,3.0000000000000003e-4
BNA,2011-12-15,0.0801
BNA,2011-12-16,0.39030000000000004
BNA,2011-12-20,0.1801
BNA,2011-12-21,0.1502
BNA,2011-12-22,0.4901
BNA,2011-12-23,0.0101
BNA,2011-12-27,0.8206
BNA,2011-12-28,0.06
BNA,2012-01-03,1e-4
BNA,2012-01-07,0.0103
BNA,2012-01-09,0.2701
BNA,2012-01-10,0.0102
BNA,2012-01-11,1.8804
BNA,2012-01-12,0.0311
BNA,2012-01-13,0.0012000000000000001
BNA,2012-01-16,0.0205
BNA,2012-01-17,0.6306999999999999
BNA,2012-01-19,0
BNA,2012-01-20,0
BNA,2012-01-21,0.4802
BNA,2012-01-22,0.07
BNA,2012-01-23,1.0202
BNA,2012-01-24,0
BNA,2012-01-25,0.07020000000000001
BNA,2012-01-26,0.32030000000000003
BNA,2012-01-27,0.3205
BNA,2012-01-28,0
BNA,2012-01-29,0
BNA,2012-01-30,0
BNA,2012-01-31,0
BNA,2012-02-01,0.3804
BNA,2012-02-02,0.23
BNA,2012-02-03,0
BNA,2012-02-04,0.4803
BNA,2012-02-05,2e-4
BNA,2012-02-06,0
BNA,2012-02-07,0
BNA,2012-02-08,0.0105
BNA,2012-02-09,0
BNA,2012-02-10,0.0204
BNA,2012-02-11,0.0208
BNA,2012-02-12,0
BNA,2012-02-13,0
BNA,2012-02-14,0.1608
BNA,2012-02-15,2e-4
BNA,2012-02-16,0.32030000000000003
BNA,2012-02-17,0
BNA,2012-02-18,0
BNA,2012-02-19,0.5204
BNA,2012-02-20,0
BNA,2012-02-21,0.01
BNA,2012-02-22,0.2701
BNA,2012-02-23,0
BNA,2012-02-24,0
BNA,2012-02-25,0
BNA,2012-02-26,0
BNA,2012-02-27,0
BNA,2012-02-28,0
BNA,2012-02-29,0.3801
BNA,2012-03-01,0.0101
BNA,2012-03-02,0.1401
BNA,2012-03-03,0
BNA,2012-03-04,0
BNA,2012-03-05,2e-4
BNA,2012-03-06,0
BNA,2012-03-07,0
BNA,2012-03-08,1.1600000000000001
BNA,2012-03-09,0.2601
BNA,2012-03-10,0
BNA,2012-03-11,0
BNA,2012-03-12,0.020900000000000002
BNA,2012-03-13,0
BNA,2012-03-14,0
BNA,2012-03-15,0.32030000000000003
BNA,2012-03-16,0.26030000000000003
BNA,2012-03-17,0.0902
BNA,2012-03-18,2e-4
BNA,2012-03-19,0
BNA,2012-03-20,0
BNA,2012-03-21,0
BNA,2012-03-22,0.2204
BNA,2012-03-23,0.0202
BNA,2012-03-24,0.2201
BNA,2012-03-25,0
BNA,2012-03-26,0
BNA,2012-03-27,0
BNA,2012-03-28,0
BNA,2012-03-29,0
BNA,2012-03-30,0
BNA,2012-03-31,0
BNA,2012-04-01,0
BNA,2012-04-02,0
BNA,2012-04-03,0
BNA,2012-04-04,0.0201
BNA,2012-04-05,1.1901
BNA,2012-04-06,0.15
BNA,2012-04-07,0
BNA,2012-04-08,0
BNA,2012-04-09,0
BNA,2012-04-10,0
BNA,2012-04-11,0
BNA,2012-04-12,0
BNA,2012-04-13,0
BNA,2012-04-14,0
BNA,2012-04-15,0
BNA,2012-04-16,0.1401
BNA,2012-04-17,0.1804
BNA,2012-04-18,0.0102
BNA,2012-04-19,0
BNA,2012-04-20,0
BNA,2012-04-21,0.7302000000000001
BNA,2012-04-22,0.01
BNA,2012-04-23,0
BNA,2012-04-24,0
BNA,2012-04-25,4e-4
BNA,2012-04-26,0
BNA,2012-04-27,0.4301
BNA,2012-04-28,1e-4
BNA,2012-04-29,0
BNA,2012-04-30,0
BNA,2012-05-01,0
BNA,2012-05-02,0
BNA,2012-05-03,2e-4
BNA,2012-05-04,0
BNA,2012-05-05,0.24
BNA,2012-05-06,0.15
BNA,2012-05-07,1e-4
BNA,2012-05-08,0
BNA,2012-05-09,2e-4
BNA,2012-05-10,0
BNA,2012-05-11,0
BNA,2012-05-12,0.0903
BNA,2012-05-13,2.1803
BNA,2012-05-14,0.15009999999999998
BNA,2012-05-15,0
BNA,2012-05-16,0
BNA,2012-05-17,0.01
BNA,2012-05-18,0
BNA,2012-05-19,0
BNA,2012-05-20,0.09
BNA,2012-05-21,1e-4
BNA,2012-05-22,0
BNA,2012-05-23,0
BNA,2012-05-24,0
BNA,2012-05-25,0
BNA,2012-05-26,0
BNA,2012-05-27,0
BNA,2012-05-28,1e-4
BNA,2012-05-29,0.76
BNA,2012-05-30,0.01
BNA,2012-05-31,0
BNA,2012-06-01,0.3504
BNA,2012-06-02,0
BNA,2012-06-03,0
BNA,2012-06-04,0.0502
BNA,2012-06-05,0.0102
BNA,2012-06-06,0
BNA,2012-06-07,0
BNA,2012-06-08,0
BNA,2012-06-09,0
BNA,2012-06-10,0.050300000000000004
BNA,2012-06-11,0.1003
BNA,2012-06-12,0.01
BNA,2012-06-13,0
BNA,2012-06-14,0
BNA,2012-06-15,1e-4
BNA,2012-06-16,0.0204
BNA,2012-06-17,0
BNA,2012-06-18,0
BNA,2012-06-19,0
BNA,2012-06-20,0
BNA,2012-06-21,0
BNA,2012-06-22,0
BNA,2012-06-23,0
BNA,2012-06-24,0
BNA,2012-06-25,0
BNA,2012-06-26,0
BNA,2012-06-27,0
BNA,2012-06-28,0
BNA,2012-06-29,0
BNA,2012-06-30,0
BNA,2012-07-01,0
BNA,2012-07-02,2e-4
BNA,2012-07-03,0
BNA,2012-07-04,0.03
BNA,2012-07-05,0
BNA,2012-07-06,0
BNA,2012-07-07,0
BNA,2012-07-08,0.4002
BNA,2012-07-09,1.1702000000000001
BNA,2012-07-10,1.1702
BNA,2012-07-11,2e-4
BNA,2012-07-12,0.95
BNA,2012-07-13,0.35050000000000003
BNA,2012-07-14,1.6606
BNA,2012-07-15,0.020300000000000002
BNA,2012-07-16,0
BNA,2012-07-17,0
BNA,2012-07-18,0.26
BNA,2012-07-19,0
BNA,2012-07-20,2.3901
BNA,2012-07-21,0.0102
BNA,2012-07-22,0
BNA,2012-07-23,0
BNA,2012-07-24,0
BNA,2012-07-25,0
BNA,2012-07-26,0
BNA,2012-07-27,1e-4
BNA,2012-07-28,0
BNA,2012-07-29,1e-4
BNA,2012-07-30,0
BNA,2012-07-31,2e-4
BNA,2012-08-01,1.2101
BNA,2012-08-02,0
BNA,2012-08-03,0.02
BNA,2012-08-04,0.2201
BNA,2012-08-05,0.19
BNA,2012-08-06,0.08
BNA,2012-08-07,0
BNA,2012-08-08,0
BNA,2012-08-09,0.36010000000000003
BNA,2012-08-10,0.0101
BNA,2012-08-11,0
BNA,2012-08-12,0
BNA,2012-08-13,0.42
BNA,2012-08-14,0
BNA,2012-08-15,0
BNA,2012-08-16,0
BNA,2012-08-17,1.0202
BNA,2012-08-18,0
BNA,2012-08-19,0
BNA,2012-08-20,0
BNA,2012-08-21,0
BNA,2012-08-22,0
BNA,2012-08-23,0
BNA,2012-08-24,0
BNA,2012-08-25,0.0702
BNA,2012-08-26,0
BNA,2012-08-27,0
BNA,2012-08-28,0
BNA,2012-08-29,0
BNA,2012-08-30,0.08
BNA,2012-08-31,0.0401
BNA,2012-09-01,2e-4
BNA,2012-09-02,1.0603
BNA,2012-09-03,0.0604
BNA,2012-09-04,0.1602
BNA,2012-09-05,0.25
BNA,2012-09-06,0.45
BNA,2012-09-07,0
BNA,2012-09-08,1.5303
BNA,2012-09-09,0
BNA,2012-09-10,0
BNA,2012-09-11,0
BNA,2012-09-12,0
BNA,2012-09-13,0
BNA,2012-09-14,0
BNA,2012-09-15,0
BNA,2012-09-16,1e-4
BNA,2012-09-17,1.7801
BNA,2012-09-18,0.2603
BNA,2012-09-19,0
BNA,2012-09-20,0
BNA,2012-09-21,0
BNA,2012-09-22,0
BNA,2012-09-23,0
BNA,2012-09-24,0
BNA,2012-09-25,0
BNA,2012-09-26,0
BNA,2012-09-27,0
BNA,2012-09-28,2e-4
BNA,2012-09-29,0
BNA,2012-09-30,0
BNA,2012-10-01,1.3707
BNA,2012-10-02,4e-4
BNA,2012-10-03,0
BNA,2012-10-04,0
BNA,2012-10-05,0
BNA,2012-10-06,0.7202
BNA,2012-10-07,0.0207
BNA,2012-10-08,0.0402
BNA,2012-10-09,0
BNA,2012-10-10,0
BNA,2012-10-11,0
BNA,2012-10-12,1.1502
BNA,2012-10-13,0
BNA,2012-10-14,1e-4
BNA,2012-10-15,0
BNA,2012-10-16,0
BNA,2012-10-17,0
BNA,2012-10-18,0.5302
BNA,2012-10-19,0
BNA,2012-10-20,0
BNA,2012-10-21,0
BNA,2012-10-22,0
BNA,2012-10-23,0
BNA,2012-10-24,0
BNA,2012-10-25,0
BNA,2012-10-26,2e-4
BNA,2012-10-27,0.0903
BNA,2012-10-28,0
BNA,2012-10-29,0
BNA,2012-10-30,0
BNA,2012-10-31,0
BNA,2012-11-01,0
BNA,2012-11-02,0
BNA,2012-11-03,0.07010000000000001
BNA,2012-11-04,0.01
BNA,2012-11-05,0
BNA,2012-11-06,0.0404
