date,value,qualifiers,station,rain_in
2015-02-15,19400,A,ASH,0.0022
2015-02-15,19400,A,BNA,0
2015-02-15,19400,A,CKV,0
2015-02-15,19400,A,MRB,2e-4
2015-02-16,18300,A,ASH,6.000000000000001e-4
2015-02-16,18300,A,BNA,1.1201
2015-02-16,18300,A,CKV,0.7104
2015-02-16,18300,A,MRB,4e-4
2015-02-17,18900,A,ASH,0
2015-02-17,18900,A,BNA,8e-4
2015-02-17,18900,A,CKV,3.0000000000000003e-4
2015-02-17,18900,A,MRB,0.0015
2015-02-18,18800,A,ASH,2e-4
2015-02-18,18800,A,BNA,0.0106
2015-02-18,18800,A,CKV,0.0206
2015-02-18,18800,A,MRB,4e-4
2015-02-19,24100,A,ASH,0.0016
2015-02-19,24100,A,BNA,0
2015-02-19,24100,A,CKV,5e-4
2015-02-19,24100,A,MRB,0
2015-02-20,25300,A,ASH,0
2015-02-20,25300,A,BNA,0.0502
2015-02-20,25300,A,CKV,0.0501
2015-02-20,25300,A,MRB,3.0000000000000003e-4
2015-02-21,35900,A,ASH,4e-4
2015-02-21,35900,A,BNA,2.5500000000000003
2015-02-21,35900,A,CKV,2.9603
2015-02-21,35900,A,MRB,0.0011
2015-02-22,73100,A,ASH,0.0011
2015-02-22,73100,A,BNA,0.08
2015-02-22,73100,A,CKV,0
2015-02-22,73100,A,MRB,3.0000000000000003e-4
2015-02-23,69200,A,ASH,0
2015-02-23,69200,A,BNA,0
2015-02-23,69200,A,CKV,0
2015-02-23,69200,A,MRB,0
2015-02-24,54600,A,ASH,0
2015-02-24,54600,A,BNA,0
2015-02-24,54600,A,CKV,0
2015-02-24,54600,A,MRB,0
2015-02-25,38700,A,ASH,5e-4
2015-02-25,38700,A,BNA,0
2015-02-25,38700,A,CKV,0
2015-02-25,38700,A,MRB,0
2015-02-26,39300,A,ASH,0
2015-02-26,39300,A,BNA,0.0305
2015-02-26,39300,A,CKV,1e-4
2015-02-26,39300,A,MRB,6.000000000000001e-4
2015-02-27,43300,A,ASH,0
2015-02-27,43300,A,BNA,0
2015-02-27,43300,A,CKV,0
2015-02-27,43300,A,MRB,0
2015-02-28,43300,A,ASH,0
2015-02-28,43300,A,BNA,0
2015-02-28,43300,A,CKV,0
2015-02-28,43300,A,MRB,0
2015-03-01,41700,A,ASH,4e-4
2015-03-01,41700,A,BNA,0.1601
2015-03-01,41700,A,CKV,0.0905
2015-03-01,41700,A,MRB,0.1305
2015-03-02,36600,A,ASH,6.000000000000001e-4
2015-03-02,36600,A,BNA,0.0804
2015-03-02,36600,A,CKV,0.11
2015-03-02,36600,A,MRB,0
2015-03-03,33200,A,ASH,2e-4
2015-03-03,33200,A,BNA,0.02
2015-03-03,33200,A,CKV,0.09
2015-03-03,33200,A,MRB,5e-4
2015-03-04,45700,A,ASH,7e-4
2015-03-04,45700,A,BNA,1.7302
2015-03-04,45700,A,CKV,1.52
2015-03-04,45700,A,MRB,0.2
2015-03-05,67700,A,ASH,0
2015-03-05,67700,A,BNA,0.3509
2015-03-05,67700,A,CKV,0.25
2015-03-05,67700,A,MRB,0.5112
2015-03-06,70600,A,ASH,0
2015-03-06,70600,A,BNA,0
2015-03-06,70600,A,CKV,6.000000000000001e-4
2015-03-06,70600,A,MRB,0.0205
2015-03-07,67200,A,ASH,0
2015-03-07,67200,A,BNA,0
2015-03-07,67200,A,CKV,0
2015-03-07,67200,A,MRB,0
2015-03-08,59000,A,ASH,2e-4
2015-03-08,59000,A,BNA,0
2015-03-08,59000,A,CKV,0
2015-03-08,59000,A,MRB,0
2015-03-09,62800,A,ASH,0
2015-03-09,62800,A,BNA,5e-4
2015-03-09,62800,A,CKV,2e-4
2015-03-09,62800,A,MRB,0
2015-03-10,71100,A,ASH,0
2015-03-10,71100,A,BNA,0.5304
2015-03-10,71100,A,CKV,1.0502
2015-03-10,71100,A,MRB,0.3101
2015-03-11,69000,A,ASH,6.000000000000001e-4
2015-03-11,69000,A,BNA,0.2002
2015-03-11,69000,A,CKV,0
2015-03-11,69000,A,MRB,0.0501
2015-03-12,62100,A,ASH,3.0000000000000003e-4
2015-03-12,62100,A,BNA,2e-4
2015-03-12,62100,A,CKV,0
2015-03-12,62100,A,MRB,0
2015-03-13,61100,A,ASH,0
2015-03-13,61100,A,BNA,0.3805
2015-03-13,61100,A,CKV,1.0104
2015-03-13,61100,A,MRB,0
2015-03-14,60300,A,ASH,0.0012
2015-03-14,60300,A,BNA,0.31020000000000003
2015-03-14,60300,A,CKV,0.2304
2015-03-14,60300,A,MRB,0.4004
2015-03-15,59400,A,ASH,0.0013
2015-03-15,59400,A,BNA,1e-4
2015-03-15,59400,A,CKV,0
2015-03-15,59400,A,MRB,0
2015-03-16,60000,A,ASH,0
2015-03-16,60000,A,BNA,0
2015-03-16,60000,A,CKV,0
2015-03-16,60000,A,MRB,0
2015-03-17,59000,A,ASH,8e-4
2015-03-17,59000,A,BNA,0
2015-03-17,59000,A,CKV,0
2015-03-17,59000,A,MRB,1e-4
2015-03-18,55800,A,ASH,3.0000000000000003e-4
2015-03-18,55800,A,BNA,0
2015-03-18,55800,A,CKV,0
2015-03-18,55800,A,MRB,0
2015-03-19,55600,A,ASH,0
2015-03-19,55600,A,BNA,0.0805
2015-03-19,55600,A,CKV,0.1006
2015-03-19,55600,A,MRB,0
2015-03-20,56200,A,ASH,2e-4
2015-03-20,56200,A,BNA,0.0502
2015-03-20,56200,A,CKV,0.0402
2015-03-20,56200,A,MRB,0.65
2015-03-21,53100,A,ASH,0.0017
2015-03-21,53100,A,BNA,0
2015-03-21,53100,A,CKV,0
2015-03-21,53100,A,MRB,0
2015-03-22,51700,A,ASH,0
2015-03-22,51700,A,BNA,0
2015-03-22,51700,A,CKV,0
2015-03-22,51700,A,MRB,0
2015-03-23,49900,A,ASH,0
2015-03-23,49900,A,BNA,0
2015-03-23,49900,A,CKV,0
2015-03-23,49900,A,MRB,0
2015-03-24,47100,A,ASH,0
2015-03-24,47100,A,BNA,0
2015-03-24,47100,A,CKV,0
2015-03-24,47100,A,MRB,0
2015-03-25,42800,A,ASH,1e-4
2015-03-25,42800,A,BNA,0
2015-03-25,42800,A,CKV,0
2015-03-25,42800,A,MRB,0.0302
2015-03-26,42900,A,ASH,0.001
2015-03-26,42900,A,BNA,0.1403
2015-03-26,42900,A,CKV,0.2806
2015-03-26,42900,A,MRB,0.0301
2015-03-27,45200,A,ASH,0.0012
2015-03-27,45200,A,BNA,0.0303
2015-03-27,45200,A,CKV,3.0000000000000003e-4
2015-03-27,45200,A,MRB,0.13040000000000002
2015-03-28,44200,A,ASH,0.0015
2015-03-28,44200,A,BNA,0
2015-03-28,44200,A,CKV,1e-4
2015-03-28,44200,A,MRB,0
2015-03-29,43100,A,ASH,0
2015-03-29,43100,A,BNA,0
2015-03-29,43100,A,CKV,0
2015-03-29,43100,A,MRB,0
2015-03-30,41200,A,ASH,5e-4
2015-03-30,41200,A,BNA,0.0303
2015-03-30,41200,A,CKV,0.0102
2015-03-30,41200,A,MRB,0
2015-03-31,35000,A,ASH,0
2015-03-31,35000,A,BNA,0
2015-03-31,35000,A,CKV,0
2015-03-31,35000,A,MRB,0.0204
2015-04-01,33800,A,ASH,0
2015-04-01,33800,A,BNA,0
2015-04-01,33800,A,CKV,0
2015-04-01,33800,A,MRB,0
2015-04-02,33300,A,ASH,0
2015-04-02,33300,A,BNA,4e-4
2015-04-02,33300,A,CKV,0.9301
2015-04-02,33300,A,MRB,1e-4
2015-04-03,34000,A,ASH,3.0000000000000003e-4
2015-04-03,34000,A,BNA,0.9101
2015-04-03,34000,A,CKV,0.7901
2015-04-03,34000,A,MRB,0.1504
2015-04-04,34700,A,ASH,8e-4
2015-04-04,34700,A,BNA,1e-4
2015-04-04,34700,A,CKV,0
2015-04-04,34700,A,MRB,5e-4
2015-04-05,34000,A,ASH,0
2015-04-05,34000,A,BNA,0
2015-04-05,34000,A,CKV,0
2015-04-05,34000,A,MRB,0
2015-04-06,31900,A,ASH,0
2015-04-06,31900,A,BNA,0.5401
2015-04-06,31900,A,CKV,0.4602
2015-04-06,31900,A,MRB,0
2015-04-07,32300,A,ASH,5e-4
2015-04-07,32300,A,BNA,0.0601
2015-04-07,32300,A,CKV,0.0304
2015-04-07,32300,A,MRB,0.0305
2015-04-08,32900,A,ASH,5e-4
2015-04-08,32900,A,BNA,0
2015-04-08,32900,A,CKV,0
2015-04-08,32900,A,MRB,0.1302
2015-04-09,42400,A,ASH,0.0017
2015-04-09,42400,A,BNA,0
2015-04-09,42400,A,CKV,0
2015-04-09,42400,A,MRB,0.0601
2015-04-10,51100,A,ASH,9.000000000000001e-4
2015-04-10,51100,A,BNA,0.6301
2015-04-10,51100,A,CKV,1.2703
2015-04-10,51100,A,MRB,0.0501
2015-04-11,47900,A,ASH,0
2015-04-11,47900,A,BNA,0
2015-04-11,47900,A,CKV,0
2015-04-11,47900,A,MRB,0
2015-04-12,42300,A,ASH,0
2015-04-12,42300,A,BNA,0
2015-04-12,42300,A,CKV,0
2015-04-12,42300,A,MRB,0
2015-04-13,41300,A,ASH,0
2015-04-13,41300,A,BNA,0.2201
2015-04-13,41300,A,CKV,0.0902
2015-04-13,41300,A,MRB,0
2015-04-14,46100,A,ASH,2e-4
2015-04-14,46100,A,BNA,0.9702
2015-04-14,46100,A,CKV,1.6002
2015-04-14,46100,A,MRB,0.3807
2015-04-15,52300,A,ASH,0
2015-04-15,52300,A,BNA,0.121
2015-04-15,52300,A,CKV,0.1605
2015-04-15,52300,A,MRB,0.0102
2015-04-16,55200,A,ASH,0
2015-04-16,55200,A,BNA,1.0705
2015-04-16,55200,A,CKV,0.5204
2015-04-16,55200,A,MRB,2e-4
2015-04-17,52900,A,ASH,6.000000000000001e-4
2015-04-17,52900,A,BNA,0
2015-04-17,52900,A,CKV,0
2015-04-17,52900,A,MRB,0.0703
2015-04-18,56600,A,ASH,2e-4
2015-04-18,56600,A,BNA,0.34
2015-04-18,56600,A,CKV,0
2015-04-18,56600,A,MRB,0
2015-04-19,63400,A,ASH,0
2015-04-19,63400,A,BNA,0.8603
2015-04-19,63400,A,CKV,1.3303
2015-04-19,63400,A,MRB,0.04
2015-04-20,61200,A,ASH,0.0011
2015-04-20,61200,A,BNA,0.4303
2015-04-20,61200,A,CKV,0.2501
2015-04-20,61200,A,MRB,1.47
2015-04-21,53700,A,ASH,0.0011
2015-04-21,53700,A,BNA,0
2015-04-21,53700,A,CKV,0
2015-04-21,53700,A,MRB,0.0803
2015-04-22,49900,A,ASH,2e-4
2015-04-22,49900,A,BNA,4e-4
2015-04-22,49900,A,CKV,0.0704
2015-04-22,49900,A,MRB,0.0302
2015-04-23,49200,A,ASH,5e-4
2015-04-23,49200,A,BNA,0
2015-04-23,49200,A,CKV,0
2015-04-23,49200,A,MRB,0
2015-04-24,49900,A,ASH,0
2015-04-24,49900,A,BNA,1e-4
2015-04-24,49900,A,CKV,2e-4
2015-04-24,49900,A,MRB,0
2015-04-25,48500,A,ASH,0
2015-04-25,48500,A,BNA,0.0805
2015-04-25,48500,A,CKV,0.01
2015-04-25,48500,A,MRB,0.04
2015-04-26,48600,A,ASH,0
2015-04-26,48600,A,BNA,0.1003
2015-04-26,48600,A,CKV,0.3101
2015-04-26,48600,A,MRB,0.2201
2015-04-27,40900,A,ASH,2e-4
2015-04-27,40900,A,BNA,0
2015-04-27,40900,A,CKV,0
2015-04-27,40900,A,MRB,0
2015-04-28,38200,A,ASH,8e-4
2015-04-28,38200,A,BNA,0
2015-04-28,38200,A,CKV,0
2015-04-28,38200,A,MRB,0
2015-04-29,37500,A,ASH,0.0101
2015-04-29,37500,A,BNA,0
2015-04-29,37500,A,CKV,0
2015-04-29,37500,A,MRB,0
2015-04-30,37400,A,ASH,4e-4
2015-04-30,37400,A,BNA,1e-4
2015-04-30,37400,A,CKV,0
2015-04-30,37400,A,MRB,0.3602
2015-05-01,37400,A,ASH,1e-4
2015-05-01,37400,A,BNA,0
2015-05-01,37400,A,CKV,0
2015-05-01,37400,A,MRB,0.2
2015-05-02,32800,A,ASH,0
2015-05-02,32800,A,BNA,0
2015-05-02,32800,A,CKV,0
2015-05-02,32800,A,MRB,2e-4
2015-05-03,18900,A,ASH,0
2015-05-03,18900,A,BNA,0
2015-05-03,18900,A,CKV,0
2015-05-03,18900,A,MRB,0
2015-05-04,15900,A,ASH,0
2015-05-04,15900,A,BNA,0
2015-05-04,15900,A,CKV,0
2015-05-04,15900,A,MRB,0
2015-05-05,11600,A,ASH,0
2015-05-05,11600,A,BNA,0
2015-05-05,11600,A,CKV,0
2015-05-05,11600,A,MRB,1e-4
2015-05-06,9110,A,ASH,0
2015-05-06,9110,A,BNA,0
2015-05-06,9110,A,CKV,0
2015-05-06,9110,A,MRB,0.0101
2015-05-07,8960,A,ASH,0
2015-05-07,8960,A,BNA,0
2015-05-07,8960,A,CKV,0
2015-05-07,8960,A,MRB,0.2901
2015-05-08,8240,A,ASH,0
2015-05-08,8240,A,BNA,0
2015-05-08,8240,A,CKV,0
2015-05-08,8240,A,MRB,0
2015-05-09,6350,A,ASH,0
2015-05-09,6350,A,BNA,0
2015-05-09,6350,A,CKV,0
2015-05-09,6350,A,MRB,0
2015-05-10,5630,A,ASH,0
2015-05-10,5630,A,BNA,2e-4
2015-05-10,5630,A,CKV,1e-4
2015-05-10,5630,A,MRB,0
2015-05-11,6230,A,ASH,0
2015-05-11,6230,A,BNA,0
2015-05-11,6230,A,CKV,0
2015-05-11,6230,A,MRB,0
2015-05-12,7450,A,ASH,5e-4
2015-05-12,7450,A,BNA,0
2015-05-12,7450,A,CKV,0
2015-05-12,7450,A,MRB,0.09
2015-05-13,6930,A,ASH,2e-4
2015-05-13,6930,A,BNA,0
2015-05-13,6930,A,CKV,0
2015-05-13,6930,A,MRB,0
2015-05-14,8170,A,ASH,0
2015-05-14,8170,A,BNA,0
2015-05-14,8170,A,CKV,0
2015-05-14,8170,A,MRB,0
2015-05-15,9300,A,ASH,0
2015-05-15,9300,A,BNA,0.32
2015-05-15,9300,A,CKV,0.05
2015-05-15,9300,A,MRB,1e-4
2015-05-16,6540,A,ASH,2e-4
2015-05-16,6540,A,BNA,0.0903
2015-05-16,6540,A,CKV,1.8103
2015-05-16,6540,A,MRB,0.4302
2015-05-17,5680,A,ASH,0
2015-05-17,5680,A,BNA,0.3402
2015-05-17,5680,A,CKV,0.2802
2015-05-17,5680,A,MRB,0.0108
2015-05-18,6580,A,ASH,0
2015-05-18,6580,A,BNA,5e-4
2015-05-18,6580,A,CKV,0.3801
2015-05-18,6580,A,MRB,2e-4
2015-05-19,6860,A,ASH,9.000000000000001e-4
2015-05-19,6860,A,BNA,0
2015-05-19,6860,A,CKV,0
2015-05-19,6860,A,MRB,1.0503
2015-05-20,7140,A,ASH,0
2015-05-20,7140,A,BNA,3.0000000000000003e-4
2015-05-20,7140,A,CKV,0.0502
2015-05-20,7140,A,MRB,0
2015-05-21,6750,A,ASH,0.01
2015-05-21,6750,A,BNA,0.5306
2015-05-21,6750,A,CKV,0
2015-05-21,6750,A,MRB,0.0504
2015-05-22,6950,A,ASH,0
2015-05-22,6950,A,BNA,0
2015-05-22,6950,A,CKV,0
2015-05-22,6950,A,MRB,0.0203
2015-05-23,5830,A,ASH,0
2015-05-23,5830,A,BNA,0
2015-05-23,5830,A,CKV,0
2015-05-23,5830,A,MRB,0
2015-05-24,6820,A,ASH,0
2015-05-24,6820,A,BNA,0
2015-05-24,6820,A,CKV,0
2015-05-24,6820,A,MRB,0
2015-05-25,5860,A,ASH,3.0000000000000003e-4
2015-05-25,5860,A,BNA,0.5502
2015-05-25,5860,A,CKV,2.3004
2015-05-25,5860,A,MRB,0
2015-05-26,6530,A,ASH,5e-4
2015-05-26,6530,A,BNA,0.6304
2015-05-26,6530,A,CKV,2e-4
2015-05-26,6530,A,MRB,0
2015-05-27,6110,A,ASH,0
2015-05-27,6110,A,BNA,0.15030000000000002
2015-05-27,6110,A,CKV,0.1101
2015-05-27,6110,A,MRB,0.28
2015-05-28,6830,A,ASH,4e-4
2015-05-28,6830,A,BNA,0.0203
2015-05-28,6830,A,CKV,0
2015-05-28,6830,A,MRB,0
2015-05-29,7470,A,ASH,1e-4
2015-05-29,7470,A,BNA,0.03019999999999999
2015-05-29,7470,A,CKV,0
2015-05-29,7470,A,MRB,0
2015-05-30,6860,A,ASH,0.0101
2015-05-30,6860,A,BNA,0.3004
2015-05-30,6860,A,CKV,0.28
2015-05-30,6860,A,MRB,0.0101
2015-05-31,7100,A,ASH,0.0016
2015-05-31,7100,A,BNA,0.2902
2015-05-31,7100,A,CKV,0.17
2015-05-31,7100,A,MRB,0.6701
2015-06-01,8940,A,ASH,0.0023
2015-06-01,8940,A,BNA,1.0404
2015-06-01,8940,A,CKV,0.2701
2015-06-01,8940,A,MRB,0.6403
2015-06-02,11800,A,ASH,0.0018
2015-06-02,11800,A,BNA,0.0103
2015-06-02,11800,A,CKV,0
2015-06-02,11800,A,MRB,0.3607
2015-06-03,13100,A,ASH,0
2015-06-03,13100,A,BNA,0
2015-06-03,13100,A,CKV,0
2015-06-03,13100,A,MRB,0
2015-06-04,11100,A,ASH,0.01
2015-06-04,11100,A,BNA,0
2015-06-04,11100,A,CKV,0
2015-06-04,11100,A,MRB,0.2202
2015-06-05,9190,A,ASH,0
2015-06-05,9190,A,BNA,0
2015-06-05,9190,A,CKV,0
2015-06-05,9190,A,MRB,0.0303
2015-06-06,6090,A,ASH,3.0000000000000003e-4
2015-06-06,6090,A,BNA,0
2015-06-06,6090,A,CKV,0
2015-06-06,6090,A,MRB,0
2015-06-07,6040,A,ASH,0
2015-06-07,6040,A,BNA,0
2015-06-07,6040,A,CKV,0.05
2015-06-07,6040,A,MRB,0
2015-06-08,9200,A,ASH,0.01
2015-06-08,9200,A,BNA,1.1401
2015-06-08,9200,A,CKV,0.7002
2015-06-08,9200,A,MRB,0.2101
2015-06-09,10400,A,ASH,0.0107
2015-06-09,10400,A,BNA,0
2015-06-09,10400,A,CKV,0
2015-06-09,10400,A,MRB,0.0103
2015-06-10,11600,A,ASH,0
2015-06-10,11600,A,BNA,0
2015-06-10,11600,A,CKV,0
2015-06-10,11600,A,MRB,0
2015-06-11,12400,A,ASH,0
2015-06-11,12400,A,BNA,0
2015-06-11,12400,A,CKV,0
2015-06-11,12400,A,MRB,0
2015-06-12,11300,A,ASH,0
2015-06-12,11300,A,BNA,0.0301
2015-06-12,11300,A,CKV,0
2015-06-12,11300,A,MRB,1e-4
2015-06-13,7470,A,ASH,0.0202
2015-06-13,7470,A,BNA,0
2015-06-13,7470,A,CKV,0
2015-06-13,7470,A,MRB,0
2015-06-14,6990,A,ASH,0
2015-06-14,6990,A,BNA,0
2015-06-14,6990,A,CKV,0
2015-06-14,6990,A,MRB,0.1502
2015-06-15,7470,A,ASH,0.3205
2015-06-15,7470,A,BNA,0
2015-06-15,7470,A,CKV,0
2015-06-15,7470,A,MRB,0.4303
2015-06-16,8830,A,ASH,0.0202
2015-06-16,8830,A,BNA,0
2015-06-16,8830,A,CKV,0
2015-06-16,8830,A,MRB,0.0102
2015-06-17,9680,A,ASH,1e-4
2015-06-17,9680,A,BNA,0
2015-06-17,9680,A,CKV,0
2015-06-17,9680,A,MRB,0.1804
2015-06-18,9060,A,ASH,0
2015-06-18,9060,A,BNA,0.0301
2015-06-18,9060,A,CKV,1e-4
2015-06-18,9060,A,MRB,0.1901
2015-06-19,9190,A,ASH,1e-4
2015-06-19,9190,A,BNA,0.3801
2015-06-19,9190,A,CKV,0.0803
2015-06-19,9190,A,MRB,0.0206
2015-06-20,7010,A,ASH,0
2015-06-20,7010,A,BNA,0.2302
2015-06-20,7010,A,CKV,0.2902
2015-06-20,7010,A,MRB,0.7404
2015-06-21,7560,A,ASH,1.5805
2015-06-21,7560,A,BNA,0
2015-06-21,7560,A,CKV,0
2015-06-21,7560,A,MRB,0.3101
2015-06-22,6830,A,ASH,1e-4
2015-06-22,6830,A,BNA,0
2015-06-22,6830,A,CKV,0
2015-06-22,6830,A,MRB,0
2015-06-23,7740,A,ASH,0.3302
2015-06-23,7740,A,BNA,0
2015-06-23,7740,A,CKV,1e-4
2015-06-23,7740,A,MRB,0.1501
2015-06-24,9430,A,ASH,0
2015-06-24,9430,A,BNA,0.2202
2015-06-24,9430,A,CKV,0
2015-06-24,9430,A,MRB,0
2015-06-25,15100,A,ASH,0
2015-06-25,15100,A,BNA,0
2015-06-25,15100,A,CKV,0
2015-06-25,15100,A,MRB,0.0305
2015-06-26,12600,A,ASH,0.0303
2015-06-26,12600,A,BNA,0
2015-06-26,12600,A,CKV,0.7801
2015-06-26,12600,A,MRB,1e-4
2015-06-27,11600,A,ASH,1e-4
2015-06-27,11600,A,BNA,0.2104
2015-06-27,11600,A,CKV,0.0603
2015-06-27,11600,A,MRB,0.65
2015-06-28,11200,A,ASH,1.2105
2015-06-28,11200,A,BNA,0
2015-06-28,11200,A,CKV,0
2015-06-28,11200,A,MRB,0.08
2015-06-29,11400,A,ASH,0.0202
2015-06-29,11400,A,BNA,0.02
2015-06-29,11400,A,CKV,0.0701
2015-06-29,11400,A,MRB,0
2015-06-30,9810,A,ASH,0.0102
2015-06-30,9810,A,BNA,0.38
2015-06-30,9810,A,CKV,0
2015-06-30,9810,A,MRB,3.0000000000000003e-4
2015-07-01,10500,A,ASH,0.9302
2015-07-01,10500,A,BNA,0.32030000000000003
2015-07-01,10500,A,CKV,0.0501
2015-07-01,10500,A,MRB,1e-4
2015-07-02,13600,A,ASH,1e-4
2015-07-02,13600,A,BNA,2.1902
2015-07-02,13600,A,CKV,1.1802
2015-07-02,13600,A,MRB,0
2015-07-03,29700,A,ASH,0
2015-07-03,29700,A,BNA,0.46
2015-07-03,29700,A,CKV,0.0902
2015-07-03,29700,A,MRB,1e-4
2015-07-04,50500,A,ASH,0.0502
2015-07-04,50500,A,BNA,0.3302
2015-07-04,50500,A,CKV,0.1202
2015-07-04,50500,A,MRB,0.3906
2015-07-05,48900,A,ASH,3.0000000000000003e-4
2015-07-05,48900,A,BNA,0.5003
2015-07-05,48900,A,CKV,0
2015-07-05,48900,A,MRB,0
2015-07-06,31200,A,ASH,2e-4
2015-07-06,31200,A,BNA,0
2015-07-06,31200,A,CKV,0
2015-07-06,31200,A,MRB,0.0901
2015-07-07,34200,A,ASH,0.07
2015-07-07,34200,A,BNA,0.36
2015-07-07,34200,A,CKV,0.2001
2015-07-07,34200,A,MRB,0
2015-07-08,26900,A,ASH,3.0000000000000003e-4
2015-07-08,26900,A,BNA,0.5903
2015-07-08,26900,A,CKV,1.3302
2015-07-08,26900,A,MRB,0.0208
2015-07-09,22600,A,ASH,1e-4
2015-07-09,22600,A,BNA,0
2015-07-09,22600,A,CKV,0
2015-07-09,22600,A,MRB,0.1202
2015-07-10,21600,A,ASH,0.6804
2015-07-10,21600,A,BNA,0
2015-07-10,21600,A,CKV,0
2015-07-10,21600,A,MRB,0.02
2015-07-11,21800,A,ASH,2e-4
2015-07-11,21800,A,BNA,0.14020000000000002
2015-07-11,21800,A,CKV,0
2015-07-11,21800,A,MRB,0.0106
2015-07-12,22700,A,ASH,1e-4
2015-07-12,22700,A,BNA,0.0201
2015-07-12,22700,A,CKV,0
2015-07-12,22700,A,MRB,0
2015-07-13,26500,A,ASH,0
2015-07-13,26500,A,BNA,0
2015-07-13,26500,A,CKV,0
2015-07-13,26500,A,MRB,0.0402
2015-07-14,30300,A,ASH,0.12
2015-07-14,30300,A,BNA,2e-4
2015-07-14,30300,A,CKV,0
2015-07-14,30300,A,MRB,0.7201
2015-07-15,45500,A,ASH,0
2015-07-15,45500,A,BNA,0.06999999999999999
2015-07-15,45500,A,CKV,0.37
2015-07-15,45500,A,MRB,0.4601
2015-07-16,53500,A,ASH,0
2015-07-16,53500,A,BNA,0
2015-07-16,53500,A,CKV,0
2015-07-16,53500,A,MRB,0
2015-07-17,41300,A,ASH,1e-4
2015-07-17,41300,A,BNA,0
2015-07-17,41300,A,CKV,0
2015-07-17,41300,A,MRB,0
2015-07-18,30800,A,ASH,0.1005
2015-07-18,30800,A,BNA,0
2015-07-18,30800,A,CKV,0
2015-07-18,30800,A,MRB,0.32010000000000005
2015-07-19,29800,A,ASH,3.0000000000000003e-4
2015-07-19,29800,A,BNA,0
2015-07-19,29800,A,CKV,0
2015-07-19,29800,A,MRB,0
2015-07-20,29400,A,ASH,1e-4
2015-07-20,29400,A,BNA,0
2015-07-20,29400,A,CKV,2e-4
2015-07-20,29400,A,MRB,0
2015-07-21,28500,A,ASH,3.0000000000000003e-4
2015-07-21,28500,A,BNA,0
2015-07-21,28500,A,CKV,0.07
2015-07-21,28500,A,MRB,2e-4
2015-07-22,28300,A,ASH,4e-4
2015-07-22,28300,A,BNA,0.2901
2015-07-22,28300,A,CKV,0
2015-07-22,28300,A,MRB,0
2015-07-23,28300,A,ASH,0
2015-07-23,28300,A,BNA,0.4403
2015-07-23,28300,A,CKV,0.55
2015-07-23,28300,A,MRB,0
2015-07-24,28600,A,ASH,0.0605
2015-07-24,28600,A,BNA,0
2015-07-24,28600,A,CKV,0
2015-07-24,28600,A,MRB,0
2015-07-25,30100,A,ASH,0
2015-07-25,30100,A,BNA,0
2015-07-25,30100,A,CKV,0
2015-07-25,30100,A,MRB,0
2015-07-26,24300,A,BNA,0
2015-07-26,24300,A,CKV,0.11
2015-07-26,24300,A,MRB,0
2015-07-27,31100,A,ASH,0
2015-07-27,31100,A,BNA,0
2015-07-27,31100,A,CKV,0
2015-07-27,31100,A,MRB,1e-4
2015-07-28,32800,A,ASH,0
2015-07-28,32800,A,BNA,1.3301
2015-07-28,32800,A,CKV,0.76
2015-07-28,32800,A,MRB,0
2015-07-29,30900,A,ASH,0
2015-07-29,30900,A,BNA,0.0301
2015-07-29,30900,A,CKV,2.4701
2015-07-29,30900,A,MRB,0
2015-07-30,31300,A,ASH,0
2015-07-30,31300,A,BNA,0
2015-07-30,31300,A,CKV,0.18
2015-07-30,31300,A,MRB,0.1902
2015-07-31,28800,A,ASH,0
2015-07-31,28800,A,BNA,0
2015-07-31,28800,A,CKV,0
2015-07-31,28800,A,MRB,0
2015-08-01,21800,A,ASH,0.0201
2015-08-01,21800,A,BNA,0
2015-08-01,21800,A,CKV,0
2015-08-01,21800,A,MRB,0
2015-08-02,25700,A,ASH,0
2015-08-02,25700,A,BNA,0
2015-08-02,25700,A,CKV,0
2015-08-02,25700,A,MRB,0
2015-08-03,25400,A,ASH,0
2015-08-03,25400,A,BNA,0.98
2015-08-03,25400,A,CKV,0
2015-08-03,25400,A,MRB,0
2015-08-04,20500,A,ASH,0.2403
2015-08-04,20500,A,BNA,0
2015-08-04,20500,A,CKV,0
2015-08-04,20500,A,MRB,0.08
2015-08-05,20400,A,ASH,0
2015-08-05,20400,A,BNA,0.07
2015-08-05,20400,A,CKV,0.9702
2015-08-05,20400,A,MRB,0
2015-08-06,20900,A,ASH,0
2015-08-06,20900,A,BNA,1.0802
2015-08-06,20900,A,CKV,0.0303
2015-08-06,20900,A,MRB,0.0401
2015-08-07,19500,A,ASH,0
2015-08-07,19500,A,BNA,0
2015-08-07,19500,A,CKV,0
2015-08-07,19500,A,MRB,0.0505
2015-08-08,16100,A,ASH,0
2015-08-08,16100,A,BNA,0
2015-08-08,16100,A,CKV,0
2015-08-08,16100,A,MRB,0
2015-08-09,11000,A,ASH,0
2015-08-09,11000,A,BNA,0
2015-08-09,11000,A,CKV,0
2015-08-09,11000,A,MRB,0.0202
2015-08-10,11500,A,ASH,0
2015-08-10,11500,A,BNA,1e-4
2015-08-10,11500,A,CKV,1e-4
2015-08-10,11500,A,MRB,0
2015-08-11,11500,A,ASH,0.5003
2015-08-11,11500,A,BNA,0
