date,value,qualifiers,station,rain_in
2017-02-09,23400,A,MRB,0.3409
2017-02-10,21400,A,ASH,0.0011
2017-02-10,21400,A,BNA,0
2017-02-10,21400,A,CKV,0
2017-02-10,21400,A,MRB,1e-4
2017-02-11,13200,A,ASH,0.0013
2017-02-11,13200,A,BNA,4e-4
2017-02-11,13200,A,CKV,1e-4
2017-02-11,13200,A,MRB,0
2017-02-12,10700,A,ASH,0.011
2017-02-12,10700,A,BNA,1e-4
2017-02-12,10700,A,CKV,2e-4
2017-02-12,10700,A,MRB,0.2703
2017-02-13,17200,A,ASH,0.0515
2017-02-13,17200,A,BNA,0
2017-02-13,17200,A,CKV,0
2017-02-13,17200,A,MRB,0.0202
2017-02-14,19600,A,ASH,0.08030000000000001
2017-02-14,19600,A,BNA,0.0606
2017-02-14,19600,A,CKV,0.1803
2017-02-14,19600,A,MRB,0
2017-02-15,19500,A,ASH,0
2017-02-15,19500,A,BNA,0.5800000000000001
2017-02-15,19500,A,CKV,0.31
2017-02-15,19500,A,MRB,5e-4
2017-02-16,19500,A,ASH,0.0117
2017-02-16,19500,A,BNA,0
2017-02-16,19500,A,CKV,0
2017-02-16,19500,A,MRB,4e-4
2017-02-17,19900,A,ASH,1e-4
2017-02-17,19900,A,BNA,0
2017-02-17,19900,A,CKV,0
2017-02-17,19900,A,MRB,0
2017-02-18,13800,A,ASH,0
2017-02-18,13800,A,BNA,0.0604
2017-02-18,13800,A,CKV,0.1204
2017-02-18,13800,A,MRB,0
2017-02-19,12500,A,ASH,0
2017-02-19,12500,A,BNA,0
2017-02-19,12500,A,CKV,1e-4
2017-02-19,12500,A,MRB,0
2017-02-20,12500,A,ASH,0
2017-02-20,12500,A,BNA,0
2017-02-20,12500,A,CKV,0
2017-02-20,12500,A,MRB,0
2017-02-21,12300,A,ASH,0
2017-02-21,12300,A,BNA,3.0000000000000003e-4
2017-02-21,12300,A,CKV,0.0101
2017-02-21,12300,A,MRB,0
2017-02-22,14200,A,ASH,0
2017-02-22,14200,A,BNA,0.0503
2017-02-22,14200,A,CKV,0.0203
2017-02-22,14200,A,MRB,0
2017-02-23,14400,A,ASH,0.02
2017-02-23,14400,A,BNA,0
2017-02-23,14400,A,CKV,0
2017-02-23,14400,A,MRB,0
2017-02-24,14500,A,ASH,0.1002
2017-02-24,14500,A,BNA,0
2017-02-24,14500,A,CKV,0
2017-02-24,14500,A,MRB,0
2017-02-25,12200,A,ASH,2e-4
2017-02-25,12200,A,BNA,0
2017-02-25,12200,A,CKV,0
2017-02-25,12200,A,MRB,2e-4
2017-02-26,11500,A,ASH,0.2302
2017-02-26,11500,A,BNA,0
2017-02-26,11500,A,CKV,0
2017-02-26,11500,A,MRB,0
2017-02-27,11500,A,ASH,0
2017-02-27,11500,A,BNA,0.0103
2017-02-27,11500,A,CKV,0.1501
2017-02-27,11500,A,MRB,0
2017-02-28,13300,A,ASH,0
2017-02-28,13300,A,BNA,0.1301
2017-02-28,13300,A,CKV,0.0102
2017-02-28,13300,A,MRB,0.1201
2017-03-01,15200,A,ASH,0.0203
2017-03-01,15200,A,BNA,0.8001
2017-03-01,15200,A,CKV,0.4701
2017-03-01,15200,A,MRB,0.2503
2017-03-02,16100,A,ASH,0.0103
2017-03-02,16100,A,BNA,0
2017-03-02,16100,A,CKV,0
2017-03-02,16100,A,MRB,0.02
2017-03-03,22400,A,ASH,1e-4
2017-03-03,22400,A,BNA,0
2017-03-03,22400,A,CKV,0
2017-03-03,22400,A,MRB,5e-4
2017-03-04,22000,A,ASH,4e-4
2017-03-04,22000,A,BNA,0
2017-03-04,22000,A,CKV,0
2017-03-04,22000,A,MRB,0
2017-03-05,21600,A,ASH,0
2017-03-05,21600,A,BNA,0
2017-03-05,21600,A,CKV,0
2017-03-05,21600,A,MRB,0
2017-03-06,21100,A,ASH,0
2017-03-06,21100,A,BNA,1e-4
2017-03-06,21100,A,CKV,0.0905
2017-03-06,21100,A,MRB,0.0204
2017-03-07,23700,A,ASH,0.001
2017-03-07,23700,A,BNA,0.7805
2017-03-07,23700,A,CKV,1.4903
2017-03-07,23700,A,MRB,0.1107
2017-03-08,23700,A,ASH,0.0208
2017-03-08,23700,A,BNA,0
2017-03-08,23700,A,CKV,0
2017-03-08,23700,A,MRB,0.0202
2017-03-09,24300,A,ASH,2e-4
2017-03-09,24300,A,BNA,0
2017-03-09,24300,A,CKV,0
2017-03-09,24300,A,MRB,0
2017-03-10,33300,A,ASH,0.0209
2017-03-10,33300,A,BNA,0.8601
2017-03-10,33300,A,CKV,1.19
2017-03-10,33300,A,MRB,0.1905
2017-03-11,41200,A,ASH,8e-4
2017-03-11,41200,A,BNA,0.1603
2017-03-11,41200,A,CKV,0.0203
2017-03-11,41200,A,MRB,0
2017-03-12,36400,A,ASH,0
2017-03-12,36400,A,BNA,0
2017-03-12,36400,A,CKV,0
2017-03-12,36400,A,MRB,0
2017-03-13,27500,A,ASH,0
2017-03-13,27500,A,BNA,0.07
2017-03-13,27500,A,CKV,0.08
2017-03-13,27500,A,MRB,0
2017-03-14,25700,A,ASH,0.0411
2017-03-14,25700,A,BNA,0.0102
2017-03-14,25700,A,CKV,2e-4
2017-03-14,25700,A,MRB,0.2013
2017-03-15,21900,A,ASH,0.0308
2017-03-15,21900,A,BNA,0
2017-03-15,21900,A,CKV,1e-4
2017-03-15,21900,A,MRB,2e-4
2017-03-16,21000,A,ASH,1e-4
2017-03-16,21000,A,BNA,0
2017-03-16,21000,A,CKV,0
2017-03-16,21000,A,MRB,2e-4
2017-03-17,21400,A,ASH,0.0101
2017-03-17,21400,A,BNA,0.0306
2017-03-17,21400,A,CKV,0.1003
2017-03-17,21400,A,MRB,1e-4
2017-03-18,22200,A,ASH,0
2017-03-18,22200,A,BNA,0.4602
2017-03-18,22200,A,CKV,0.17
2017-03-18,22200,A,MRB,0.2406
2017-03-19,21300,A,ASH,0
2017-03-19,21300,A,BNA,0
2017-03-19,21300,A,CKV,0
2017-03-19,21300,A,MRB,0.03
2017-03-20,20300,A,ASH,0
2017-03-20,20300,A,BNA,0
2017-03-20,20300,A,CKV,0.18
2017-03-20,20300,A,MRB,0
2017-03-21,22200,A,ASH,0
2017-03-21,22200,A,BNA,0.3601
2017-03-21,22200,A,CKV,0.1802
2017-03-21,22200,A,MRB,2e-4
2017-03-22,25300,A,ASH,2e-4
2017-03-22,25300,A,BNA,2e-4
2017-03-22,25300,A,CKV,0
2017-03-22,25300,A,MRB,0
2017-03-23,24900,A,ASH,0
2017-03-23,24900,A,BNA,1e-4
2017-03-23,24900,A,CKV,0.0201
2017-03-23,24900,A,MRB,0
2017-03-24,24700,A,ASH,0.0802
2017-03-24,24700,A,BNA,0
2017-03-24,24700,A,CKV,0
2017-03-24,24700,A,MRB,0.2601
2017-03-25,21000,A,ASH,0.3305
2017-03-25,21000,A,BNA,0.0201
2017-03-25,21000,A,CKV,0.0101
2017-03-25,21000,A,MRB,0
2017-03-26,20400,A,ASH,0.0101
2017-03-26,20400,A,BNA,0.1704
2017-03-26,20400,A,CKV,0.0402
2017-03-26,20400,A,MRB,0
2017-03-27,25000,A,ASH,0.6802
2017-03-27,25000,A,BNA,0.0501
2017-03-27,25000,A,CKV,1.0502
2017-03-27,25000,A,MRB,0.2106
2017-03-28,27600,A,ASH,0.3602
2017-03-28,27600,A,BNA,0.1002
2017-03-28,27600,A,CKV,0.1601
2017-03-28,27600,A,MRB,0.6002000000000001
2017-03-29,26800,A,ASH,0.2803
2017-03-29,26800,A,BNA,0
2017-03-29,26800,A,CKV,0
2017-03-29,26800,A,MRB,0
2017-03-30,26000,A,ASH,0
2017-03-30,26000,A,BNA,0.01
2017-03-30,26000,A,CKV,0
2017-03-30,26000,A,MRB,0
2017-03-31,26900,A,ASH,0.1205
2017-03-31,26900,A,BNA,0.14020000000000002
2017-03-31,26900,A,CKV,0.51
2017-03-31,26900,A,MRB,0.8004000000000001
2017-04-01,25900,A,ASH,0.5612
2017-04-01,25900,A,BNA,0
2017-04-01,25900,A,CKV,0
2017-04-01,25900,A,MRB,0.0302
2017-04-02,25500,A,ASH,0.66
2017-04-02,25500,A,BNA,0
2017-04-02,25500,A,CKV,0
2017-04-02,25500,A,MRB,0
2017-04-03,25400,A,ASH,0
2017-04-03,25400,A,BNA,0.2306
2017-04-03,25400,A,CKV,0.0106
2017-04-03,25400,A,MRB,0.0102
2017-04-04,25900,A,ASH,0.5401
2017-04-04,25900,A,BNA,1e-4
2017-04-04,25900,A,CKV,1e-4
2017-04-04,25900,A,MRB,0.0507
2017-04-05,24800,A,ASH,0.2003
2017-04-05,24800,A,BNA,0
2017-04-05,24800,A,CKV,0.03
2017-04-05,24800,A,MRB,0
2017-04-06,23700,A,ASH,0.6702
2017-04-06,23700,A,BNA,0.0113
2017-04-06,23700,A,CKV,0.1505
2017-04-06,23700,A,MRB,0.8204
2017-04-07,21000,A,ASH,0.1203
2017-04-07,21000,A,BNA,0
2017-04-07,21000,A,CKV,0
2017-04-07,21000,A,MRB,2e-4
2017-04-08,23200,A,ASH,0
2017-04-08,23200,A,BNA,0
2017-04-08,23200,A,CKV,0
2017-04-08,23200,A,MRB,0
2017-04-09,23600,A,ASH,0
2017-04-09,23600,A,BNA,0
2017-04-09,23600,A,CKV,0
2017-04-09,23600,A,MRB,0
2017-04-10,23700,A,ASH,0
2017-04-10,23700,A,BNA,0
2017-04-10,23700,A,CKV,2e-4
2017-04-10,23700,A,MRB,0
2017-04-11,22400,A,ASH,0
2017-04-11,22400,A,BNA,0.0201
2017-04-11,22400,A,CKV,0.4305
2017-04-11,22400,A,MRB,0
2017-04-12,21100,A,ASH,0.17
2017-04-12,21100,A,BNA,0.1801
2017-04-12,21100,A,CKV,1e-4
2017-04-12,21100,A,MRB,0.01
2017-04-13,18800,A,ASH,0
2017-04-13,18800,A,BNA,0
2017-04-13,18800,A,CKV,0
2017-04-13,18800,A,MRB,0
2017-04-14,16200,A,ASH,0
2017-04-14,16200,A,BNA,0
2017-04-14,16200,A,CKV,0
2017-04-14,16200,A,MRB,0
2017-04-15,9600,A,ASH,0
2017-04-15,9600,A,BNA,0
2017-04-15,9600,A,CKV,0
2017-04-15,9600,A,MRB,0
2017-04-16,9630,A,ASH,3.0000000000000003e-4
2017-04-16,9630,A,BNA,2e-4
2017-04-16,9630,A,CKV,0
2017-04-16,9630,A,MRB,0
2017-04-17,12200,A,ASH,1e-4
2017-04-17,12200,A,BNA,0.5203
2017-04-17,12200,A,CKV,0.7804
2017-04-17,12200,A,MRB,0.3706
2017-04-18,12000,A,ASH,0
2017-04-18,12000,A,BNA,1.0601
2017-04-18,12000,A,CKV,0.4901
2017-04-18,12000,A,MRB,0
2017-04-19,17700,A,ASH,4e-4
2017-04-19,17700,A,BNA,0.34
2017-04-19,17700,A,CKV,0.2502
2017-04-19,17700,A,MRB,4e-4
2017-04-20,21400,A,ASH,0.0702
2017-04-20,21400,A,BNA,0.08
2017-04-20,21400,A,CKV,0.0101
2017-04-20,21400,A,MRB,0.2101
2017-04-21,22300,A,ASH,0.4206
2017-04-21,22300,A,BNA,0.5104
2017-04-21,22300,A,CKV,0.2502
2017-04-21,22300,A,MRB,0.1104
2017-04-22,30100,A,ASH,0.0808
2017-04-22,30100,A,BNA,2.9102
2017-04-22,30100,A,CKV,0.8903
2017-04-22,30100,A,MRB,0.2604
2017-04-23,57800,A,ASH,0
2017-04-23,57800,A,BNA,0.6506
2017-04-23,57800,A,CKV,0.3405
2017-04-23,57800,A,MRB,0
2017-04-24,66600,A,ASH,0
2017-04-24,66600,A,BNA,0.4
2017-04-24,66600,A,CKV,0.3901
2017-04-24,66600,A,MRB,0.2004
2017-04-25,59700,A,ASH,0.3907
2017-04-25,59700,A,BNA,0
2017-04-25,59700,A,CKV,0
2017-04-25,59700,A,MRB,0.2803
2017-04-26,62200,A,ASH,0.6103
2017-04-26,62200,A,BNA,0
2017-04-26,62200,A,CKV,0
2017-04-26,62200,A,MRB,0
2017-04-27,68800,A,ASH,0.0203
2017-04-27,68800,A,BNA,0.2701
2017-04-27,68800,A,CKV,0.43
2017-04-27,68800,A,MRB,0
2017-04-28,68100,A,ASH,1e-4
2017-04-28,68100,A,BNA,0.0101
2017-04-28,68100,A,CKV,2e-4
2017-04-28,68100,A,MRB,1e-4
2017-04-29,62000,A,ASH,0
2017-04-29,62000,A,BNA,0
2017-04-29,62000,A,CKV,0
2017-04-29,62000,A,MRB,0.1201
2017-04-30,47600,A,ASH,4e-4
2017-04-30,47600,A,BNA,0.18
2017-04-30,47600,A,CKV,0.05
2017-04-30,47600,A,MRB,0.2502
2017-05-01,32500,A,ASH,0.0103
2017-05-01,32500,A,BNA,0.1602
2017-05-01,32500,A,CKV,0.3301
2017-05-01,32500,A,MRB,0.01
2017-05-02,26400,A,ASH,0.8107
2017-05-02,26400,A,BNA,0
2017-05-02,26400,A,CKV,0
2017-05-02,26400,A,MRB,0
2017-05-03,42700,A,ASH,2e-4
2017-05-03,42700,A,BNA,0
2017-05-03,42700,A,CKV,0
2017-05-03,42700,A,MRB,0
2017-05-04,49200,A,ASH,0
2017-05-04,49200,A,BNA,0.6806
2017-05-04,49200,A,CKV,1.2003
2017-05-04,49200,A,MRB,1e-4
2017-05-05,48600,A,ASH,0.6803
2017-05-05,48600,A,BNA,0.1307
2017-05-05,48600,A,CKV,0.1008
2017-05-05,48600,A,MRB,2.7102
2017-05-06,47900,A,ASH,0.2806
2017-05-06,47900,A,BNA,0
2017-05-06,47900,A,CKV,0
2017-05-06,47900,A,MRB,0.1405
2017-05-07,51700,A,ASH,0.0103
2017-05-07,51700,A,BNA,0
2017-05-07,51700,A,CKV,0
2017-05-07,51700,A,MRB,0.0013
2017-05-08,55100,A,ASH,0.0103
2017-05-08,55100,A,BNA,0
2017-05-08,55100,A,CKV,0
2017-05-08,55100,A,MRB,2e-4
2017-05-09,50800,A,ASH,0
2017-05-09,50800,A,BNA,0
2017-05-09,50800,A,CKV,0
2017-05-09,50800,A,MRB,0
2017-05-10,46400,A,ASH,0
2017-05-10,46400,A,BNA,0
2017-05-10,46400,A,CKV,0
2017-05-10,46400,A,MRB,0
2017-05-11,43200,A,ASH,0
2017-05-11,43200,A,BNA,1e-4
2017-05-11,43200,A,CKV,0
2017-05-11,43200,A,MRB,1.28
2017-05-12,44300,A,ASH,5e-4
2017-05-12,44300,A,BNA,0.8404
2017-05-12,44300,A,CKV,0.1402
2017-05-12,44300,A,MRB,0.0303
2017-05-13,43300,A,ASH,1e-4
2017-05-13,43300,A,BNA,0
2017-05-13,43300,A,CKV,0
2017-05-13,43300,A,MRB,0.4002
2017-05-14,34100,A,ASH,0.8409
2017-05-14,34100,A,BNA,0
2017-05-14,34100,A,CKV,0
2017-05-14,34100,A,MRB,0.0103
2017-05-15,32500,A,ASH,0.1707
2017-05-15,32500,A,BNA,0
2017-05-15,32500,A,CKV,0
2017-05-15,32500,A,MRB,0
2017-05-16,32100,A,ASH,0
2017-05-16,32100,A,BNA,0
2017-05-16,32100,A,CKV,0
2017-05-16,32100,A,MRB,0
2017-05-17,31600,A,ASH,3.0000000000000003e-4
2017-05-17,31600,A,BNA,0
2017-05-17,31600,A,CKV,0
2017-05-17,31600,A,MRB,1e-4
2017-05-18,26500,A,ASH,0
2017-05-18,26500,A,BNA,0
2017-05-18,26500,A,CKV,0
2017-05-18,26500,A,MRB,0
2017-05-19,22500,A,ASH,0.19
2017-05-19,22500,A,BNA,2e-4
2017-05-19,22500,A,CKV,0.0702
2017-05-19,22500,A,MRB,1e-4
2017-05-20,23900,A,ASH,0
2017-05-20,23900,A,BNA,0.72
2017-05-20,23900,A,CKV,0.55
2017-05-20,23900,A,MRB,1e-4
2017-05-21,25100,A,ASH,0
2017-05-21,25100,A,BNA,0.3402
2017-05-21,25100,A,CKV,0
2017-05-21,25100,A,MRB,0
2017-05-22,18900,A,ASH,0.1311
2017-05-22,18900,A,BNA,0
2017-05-22,18900,A,CKV,0
2017-05-22,18900,A,MRB,0.0105
2017-05-23,14500,A,ASH,0.1503
2017-05-23,14500,A,BNA,0
2017-05-23,14500,A,CKV,0
2017-05-23,14500,A,MRB,0.0101
2017-05-24,14700,A,ASH,0
2017-05-24,14700,A,BNA,0.4204
2017-05-24,14700,A,CKV,0.7803
2017-05-24,14700,A,MRB,0.3002
2017-05-25,16300,A,ASH,0.2204
2017-05-25,16300,A,BNA,0.0102
2017-05-25,16300,A,CKV,0.1501
2017-05-25,16300,A,MRB,1.6902
2017-05-26,18500,A,ASH,1.2007
2017-05-26,18500,A,BNA,0
2017-05-26,18500,A,CKV,0
2017-05-26,18500,A,MRB,0.0801
2017-05-27,21300,A,ASH,3.0000000000000003e-4
2017-05-27,21300,A,BNA,0.0202
2017-05-27,21300,A,CKV,0.6201
2017-05-27,21300,A,MRB,0.0505
2017-05-28,17200,A,ASH,0
2017-05-28,17200,A,BNA,0.4804
2017-05-28,17200,A,CKV,0.4501
2017-05-28,17200,A,MRB,0.37
2017-05-29,24900,A,ASH,0.0105
2017-05-29,24900,A,BNA,0
2017-05-29,24900,A,CKV,0
2017-05-29,24900,A,MRB,0.0205
2017-05-30,27500,A,ASH,0
2017-05-30,27500,A,BNA,0.1303
2017-05-30,27500,A,CKV,0.08
2017-05-30,27500,A,MRB,0.23
2017-05-31,29900,A,ASH,0.0102
2017-05-31,29900,A,BNA,0
2017-05-31,29900,A,CKV,0
2017-05-31,29900,A,MRB,1e-4
2017-06-01,29700,A,ASH,0.1501
2017-06-01,29700,A,BNA,0
2017-06-01,29700,A,CKV,0
2017-06-01,29700,A,MRB,0.06
2017-06-02,27800,A,ASH,0
2017-06-02,27800,A,BNA,0
2017-06-02,27800,A,CKV,0
2017-06-02,27800,A,MRB,0
2017-06-03,25100,A,ASH,3.0000000000000003e-4
2017-06-03,25100,A,BNA,0
2017-06-03,25100,A,CKV,0
2017-06-03,25100,A,MRB,0
2017-06-04,21800,A,ASH,4e-4
2017-06-04,21800,A,BNA,0.0302
2017-06-04,21800,A,CKV,0.3104
2017-06-04,21800,A,MRB,0
2017-06-05,24800,A,ASH,0.5309
2017-06-05,24800,A,BNA,0.6103
2017-06-05,24800,A,CKV,4.1801
2017-06-05,24800,A,MRB,0.0602
2017-06-06,58300,A,ASH,1.2406
2017-06-06,58300,A,BNA,0.01
2017-06-06,58300,A,CKV,0
2017-06-06,58300,A,MRB,0
2017-06-07,46700,A,ASH,0.51
2017-06-07,46700,A,BNA,0
2017-06-07,46700,A,CKV,0
2017-06-07,46700,A,MRB,3.0000000000000003e-4
2017-06-08,20600,A,ASH,0
2017-06-08,20600,A,BNA,0
2017-06-08,20600,A,CKV,0
2017-06-08,20600,A,MRB,0
2017-06-09,19000,A,ASH,0
2017-06-09,19000,A,BNA,0
2017-06-09,19000,A,CKV,0
2017-06-09,19000,A,MRB,0
2017-06-10,19100,A,ASH,0
2017-06-10,19100,A,BNA,0
2017-06-10,19100,A,CKV,0
2017-06-10,19100,A,MRB,0
2017-06-11,17100,A,ASH,0
2017-06-11,17100,A,BNA,0
2017-06-11,17100,A,CKV,0
2017-06-11,17100,A,MRB,0
2017-06-12,17300,A,ASH,0
2017-06-12,17300,A,BNA,0
2017-06-12,17300,A,CKV,0
2017-06-12,17300,A,MRB,0
2017-06-13,16500,A,ASH,1e-4
2017-06-13,16500,A,BNA,0.01
2017-06-13,16500,A,CKV,0
2017-06-13,16500,A,MRB,1e-4
2017-06-14,10400,A,ASH,1e-4
2017-06-14,10400,A,BNA,1e-4
2017-06-14,10400,A,CKV,0
2017-06-14,10400,A,MRB,0
2017-06-15,12000,A,ASH,0.02
2017-06-15,12000,A,BNA,0.9301
2017-06-15,12000,A,CKV,0.2401
2017-06-15,12000,A,MRB,0
2017-06-16,16500,A,ASH,0.1305
2017-06-16,16500,A,BNA,0
2017-06-16,16500,A,CKV,0
2017-06-16,16500,A,MRB,3.0000000000000003e-4
2017-06-17,21600,A,ASH,0.14
2017-06-17,21600,A,BNA,0
2017-06-17,21600,A,CKV,0
2017-06-17,21600,A,MRB,1e-4
2017-06-18,23200,A,ASH,0
2017-06-18,23200,A,BNA,1.28
2017-06-18,23200,A,CKV,0.21
2017-06-18,23200,A,MRB,1e-4
2017-06-19,16700,A,ASH,1e-4
2017-06-19,16700,A,BNA,0.0202
2017-06-19,16700,A,CKV,0.04
2017-06-19,16700,A,MRB,0.1802
2017-06-20,10900,A,ASH,0.2002
2017-06-20,10900,A,BNA,0
2017-06-20,10900,A,CKV,0
2017-06-20,10900,A,MRB,1e-4
2017-06-21,15200,A,ASH,0
2017-06-21,15200,A,BNA,0
2017-06-21,15200,A,CKV,0
2017-06-21,15200,A,MRB,0
2017-06-22,18700,A,ASH,0
2017-06-22,18700,A,BNA,0.8005
2017-06-22,18700,A,CKV,1.1002
2017-06-22,18700,A,MRB,0.0101
2017-06-23,23400,A,ASH,1e-4
2017-06-23,23400,A,BNA,0.2806
2017-06-23,23400,A,CKV,0.6101
2017-06-23,23400,A,MRB,0.16
2017-06-24,13500,A,ASH,4e-4
2017-06-24,13500,A,BNA,0
2017-06-24,13500,A,CKV,1e-4
2017-06-24,13500,A,MRB,0.6403
2017-06-25,7510,A,ASH,0
2017-06-25,7510,A,BNA,0
2017-06-25,7510,A,CKV,0
2017-06-25,7510,A,MRB,0
2017-06-26,12000,A,ASH,0.0504
2017-06-26,12000,A,BNA,0
2017-06-26,12000,A,CKV,0
2017-06-26,12000,A,MRB,0
2017-06-27,16400,A,ASH,0.1303
2017-06-27,16400,A,BNA,0
2017-06-27,16400,A,CKV,0
2017-06-27,16400,A,MRB,0
2017-06-28,15000,A,ASH,0
2017-06-28,15000,A,BNA,0
2017-06-28,15000,A,CKV,0
2017-06-28,15000,A,MRB,0
2017-06-29,14500,A,ASH,1e-4
2017-06-29,14500,A,BNA,4e-4
2017-06-29,14500,A,CKV,1e-4
2017-06-29,14500,A,MRB,1e-4
2017-06-30,13900,A,ASH,0.5201
2017-06-30,13900,A,BNA,0.0101
2017-06-30,13900,A,CKV,0
2017-06-30,13900,A,MRB,0
2017-07-01,8790,A,ASH,0.0501
2017-07-01,8790,A,BNA,0.3301
2017-07-01,8790,A,CKV,0.27999999999999997
2017-07-01,8790,A,MRB,0.1201
2017-07-02,11500,A,ASH,0.02
2017-07-02,11500,A,BNA,0
2017-07-02,11500,A,CKV,0.01
2017-07-02,11500,A,MRB,0
2017-07-03,13800,A,ASH,1e-4
2017-07-03,13800,A,BNA,0
2017-07-03,13800,A,CKV,0.33
2017-07-03,13800,A,MRB,0
2017-07-04,17500,A,ASH,0
2017-07-04,17500,A,BNA,0.3701
2017-07-04,17500,A,CKV,0.08
2017-07-04,17500,A,MRB,0.01
2017-07-05,10800,A,ASH,0
2017-07-05,10800,A,BNA,0.6603
2017-07-05,10800,A,CKV,0.5401
2017-07-05,10800,A,MRB,0.1304
2017-07-06,20300,A,ASH,0
2017-07-06,20300,A,BNA,0.65
2017-07-06,20300,A,CKV,0.54
2017-07-06,20300,A,MRB,1.6402
2017-07-07,33600,A,ASH,0.33030000000000004
2017-07-07,33600,A,BNA,0.34
2017-07-07,33600,A,CKV,0
2017-07-07,33600,A,MRB,0.7504000000000001
2017-07-08,39100,A,ASH,0.0404
2017-07-08,39100,A,BNA,1e-4
2017-07-08,39100,A,CKV,0.25
2017-07-08,39100,A,MRB,2e-4
2017-07-09,38800,A,ASH,1e-4
2017-07-09,38800,A,BNA,0
2017-07-09,38800,A,CKV,0
2017-07-09,38800,A,MRB,0
2017-07-10,29500,A,ASH,0
2017-07-10,29500,A,BNA,0
2017-07-10,29500,A,CKV,0
2017-07-10,29500,A,MRB,0
2017-07-11,17600,A,ASH,0.1703
2017-07-11,17600,A,BNA,0
2017-07-11,17600,A,CKV,0
2017-07-11,17600,A,MRB,0.0503
2017-07-12,16300,A,ASH,2e-4
2017-07-12,16300,A,BNA,0
2017-07-12,16300,A,CKV,0
2017-07-12,16300,A,MRB,0.0101
2017-07-13,16200,A,ASH,0.0506
2017-07-13,16200,A,BNA,2e-4
2017-07-13,16200,A,CKV,0
2017-07-13,16200,A,MRB,0
2017-07-14,16800,A,ASH,0
2017-07-14,16800,A,BNA,0.0601
2017-07-14,16800,A,CKV,0
2017-07-14,16800,A,MRB,1e-4
2017-07-15,16700,A,ASH,0.0202
2017-07-15,16700,A,BNA,1.55
2017-07-15,16700,A,CKV,0.5501
2017-07-15,16700,A,MRB,0
2017-07-16,17600,A,ASH,0
2017-07-16,17600,A,BNA,0
2017-07-16,17600,A,CKV,0
2017-07-16,17600,A,MRB,0
2017-07-17,16100,A,ASH,0
2017-07-17,16100,A,BNA,0
2017-07-17,16100,A,CKV,0
2017-07-17,16100,A,MRB,3.0000000000000003e-4
2017-07-18,16100,A,ASH,0.1701
2017-07-18,16100,A,BNA,0
2017-07-18,16100,A,CKV,0
2017-07-18,16100,A,MRB,0
2017-07-19,16200,A,ASH,0
2017-07-19,16200,A,BNA,0.02
2017-07-19,16200,A,CKV,0.0301
2017-07-19,16200,A,MRB,0
2017-07-20,15700,A,ASH,0
2017-07-20,15700,A,BNA,0
2017-07-20,15700,A,CKV,0
2017-07-20,15700,A,MRB,0
2017-07-21,13400,A,ASH,0
2017-07-21,13400,A,BNA,0
2017-07-21,13400,A,CKV,0
2017-07-21,13400,A,MRB,0.16
2017-07-22,11200,A,ASH,0
2017-07-22,11200,A,BNA,0
2017-07-22,11200,A,CKV,0
2017-07-22,11200,A,MRB,0.8902
2017-07-23,11900,A,ASH,0
2017-07-23,11900,A,BNA,0
2017-07-23,11900,A,CKV,0
2017-07-23,11900,A,MRB,0.26
2017-07-24,16000,A,ASH,0.8404
2017-07-24,16000,A,BNA,0
2017-07-24,16000,A,CKV,0
2017-07-24,16000,A,MRB,0.1601
2017-07-25,16400,A,ASH,0.0104
2017-07-25,16400,A,BNA,0
2017-07-25,16400,A,CKV,0
2017-07-25,16400,A,MRB,0
2017-07-26,16300,A,ASH,0
2017-07-26,16300,A,BNA,0
2017-07-26,16300,A,CKV,0
2017-07-26,16300,A,MRB,0
2017-07-27,14400,A,ASH,0.0106
2017-07-27,14400,A,BNA,0
2017-07-27,14400,A,CKV,0
2017-07-27,14400,A,MRB,0
2017-07-28,11100,A,ASH,0
2017-07-28,11100,A,BNA,0.1106
2017-07-28,11100,A,CKV,0.1501
2017-07-28,11100,A,MRB,0.1004
2017-07-29,12400,A,ASH,0
2017-07-29,12400,A,BNA,0
2017-07-29,12400,A,CKV,0
2017-07-29,12400,A,MRB,2.1504
2017-07-30,14100,A,ASH,0
2017-07-30,14100,A,BNA,0
2017-07-30,14100,A,CKV,0
2017-07-30,14100,A,MRB,0
2017-07-31,12100,A,ASH,0
2017-07-31,12100,A,BNA,0
2017-07-31,12100,A,CKV,0
2017-07-31,12100,A,MRB,0
2017-08-01,13900,A,ASH,0
2017-08-01,13900,A,BNA,0
2017-08-01,13900,A,CKV,0
2017-08-01,13900,A,MRB,0
2017-08-02,14000,A,ASH,0.0903
2017-08-02,14000,A,BNA,0.35009999999999997
2017-08-02,14000,A,CKV,0.0201
2017-08-02,14000,A,MRB,0
2017-08-03,14400,A,ASH,0
2017-08-03,14400,A,BNA,1e-4
2017-08-03,14400,A,CKV,1e-4
2017-08-03,14400,A,MRB,0.0201
2017-08-04,15000,A,ASH,1.02
2017-08-04,15000,A,BNA,0.68
2017-08-04,15000,A,CKV,0.14
2017-08-04,15000,A,MRB,0.02
2017-08-05,10700,A,ASH,1.4703
2017-08-05,10700,A,BNA,0
2017-08-05,10700,A,CKV,0
2017-08-05,10700,A,MRB,0.3501
2017-08-06,9950,A,ASH,0.03
2017-08-06,9950,A,BNA,0.12
2017-08-06,9950,A,CKV,1.9001
2017-08-06,9950,A,MRB,0
